ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran,Kategori_Encoded,Metode_Pembayaran_Encoded,Bulan Transaksi,Tahun Transaksi
TX-20240808-001,2024-08-08,Life Cat Tofu - Mango,Makanan,12,50000,600000,QRIS,2,0,8,2024
TX-20240927-001,2024-09-27,Life Cat Pouch - Salmon Adult,Makanan,3,50000,150000,Tunai,2,2,9,2024
TX-20240731-004,2024-07-31,EzyDog Chest Plate Harness for Dogs,Aksesoris,9,130000,1170000,QRIS,0,0,7,2024
TX-20240531-003,2024-05-31,Life Cat Can - Kitten Tuna,Makanan,6,4435,26610,Transfer,2,1,5,2024
TX-20240921-001,2024-09-21,Life Cat Can - Kitten Tuna,Makanan,1,4435,4435,Tunai,2,2,9,2024
TX-20240613-004,2024-06-13,Life Cat Pouch - Kitten Tuna,Makanan,5,4435,22175,QRIS,2,0,6,2024
TX-20240729-002,2024-07-29,EzyDog Chest Plate Harness for Dogs,Aksesoris,5,55833,279165,Tunai,0,2,7,2024
TX-20240722-001,2024-07-22,Kong Puppy Teething Stick,Mainan,13,130000,1690000,Transfer,1,1,7,2024
TX-20240820-003,2024-08-20,Trixie Cat Tunnel,Mainan,13,12024,156312,Tunai,1,2,8,2024
TX-20241028-002,2024-10-28,Life Cat Pouch - Kitten Salmon,Makanan,10,130000,1300000,Transfer,2,1,10,2024
TX-20240530-001,2024-05-30,Life Cat Can - Chicken,Makanan,16,130000,2080000,Transfer,2,1,5,2024
TX-20240405-002,2024-04-05,Life Cat Can - Kitten Tuna,Makanan,5,130000,650000,QRIS,2,0,4,2024
TX-20240723-002,2024-07-23,Life Cat Pouch - Chicken Tuna Adult,Makanan,8,12024,96192,Transfer,2,1,7,2024
TX-20240109-005,2024-01-09,Life Cat Pouch Dus,Makanan,16,12024,192384,Transfer,2,1,1,2024
TX-20240505-001,2024-05-05,Frontline Plus Flea & Tick Treatment,Obat Hewan,5,130000,650000,Transfer,3,1,5,2024
TX-20240911-002,2024-09-11,Life Cat Can - Chicken,Makanan,3,250000,750000,Transfer,2,1,9,2024
TX-20240908-001,2024-09-08,Life Cat Pouch - Kitten Salmon,Makanan,10,50000,500000,Transfer,2,1,9,2024
TX-20240730-001,2024-07-30,Nutri-Vet Multivitamin Chewable,Obat Hewan,9,4435,39915,Transfer,3,1,7,2024
TX-20240226-001,2024-02-26,Drontal Cat Dewormer,Obat Hewan,15,55833,837495,QRIS,3,0,2,2024
TX-20240324-001,2024-03-24,Kong Classic Dog Chew Toy,Mainan,19,12024,228456,QRIS,1,0,3,2024
TX-20240904-001,2024-09-04,Trixie Cat Laser Pointer,Mainan,1,50000,50000,Transfer,1,1,9,2024
TX-20240626-003,2024-06-26,Life Cat Tofu - Macha,Makanan,12,4435,53220,Tunai,2,2,6,2024
TX-20240527-002,2024-05-27,Life Cat Pouch Dus,Makanan,3,130000,390000,Tunai,2,2,5,2024
TX-20240621-002,2024-06-21,Life Cat Can - Chicken,Makanan,17,50000,850000,Transfer,2,1,6,2024
TX-20241122-001,2024-11-22,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,12,12024,144288,QRIS,3,0,11,2024
TX-20240618-001,2024-06-18,Life Cat Pouch - Chicken Adult,Makanan,2,4435,8870,QRIS,2,0,6,2024
TX-20240815-001,2024-08-15,Life Cat Can - Chicken,Makanan,14,50000,700000,Transfer,2,1,8,2024
TX-20240210-002,2024-02-10,Nutri-Vet Multivitamin Chewable,Obat Hewan,2,12024,24048,Tunai,3,2,2,2024
TX-20240505-002,2024-05-05,Life Cat Pouch - Chicken Tuna Adult,Makanan,9,4435,39915,Transfer,2,1,5,2024
TX-20240215-002,2024-02-15,Life Cat Pouch - Salmon Adult,Makanan,12,4435,53220,QRIS,2,0,2,2024
TX-20240930-003,2024-09-30,Rogz Utility Dog Leash - Medium,Aksesoris,11,12024,132264,QRIS,0,0,9,2024
TX-20240110-001,2024-01-10,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,7,55833,390831,QRIS,3,0,1,2024
TX-20240827-001,2024-08-27,Life Cat Can - Chicken,Makanan,3,55833,167499,Tunai,2,2,8,2024
TX-20240802-001,2024-08-02,Life Cat Pouch - Salmon Adult,Makanan,7,130000,910000,Tunai,2,2,8,2024
TX-20240203-002,2024-02-03,Life Cat Tofu - Mango,Makanan,16,4435,70960,QRIS,2,0,2,2024
TX-20241004-002,2024-10-04,Seresto Flea and Tick Collar for Dogs,Obat Hewan,19,50000,950000,Transfer,3,1,10,2024
TX-20241020-003,2024-10-20,Life Cat Pouch - Salmon Adult,Makanan,8,250000,2000000,Transfer,2,1,10,2024
TX-20241120-001,2024-11-20,Nutri-Vet Multivitamin Chewable,Obat Hewan,11,55833,614163,QRIS,3,0,11,2024
TX-20240316-002,2024-03-16,Life Cat Pouch - Kitten Salmon,Makanan,18,50000,900000,Tunai,2,2,3,2024
TX-20240417-003,2024-04-17,Kong Classic Dog Chew Toy,Mainan,11,12024,132264,Transfer,1,1,4,2024
TX-20240629-004,2024-06-29,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,130000,390000,Transfer,3,1,6,2024
TX-20240628-001,2024-06-28,Frontline Plus Flea & Tick Treatment,Obat Hewan,10,50000,500000,Tunai,3,2,6,2024
TX-20240309-002,2024-03-09,Life Cat Can - Kitten Salmon,Makanan,12,4435,53220,Tunai,2,2,3,2024
TX-20241001-004,2024-10-01,Life Cat Pouch - Chicken Tuna Adult,Makanan,17,4435,75395,Tunai,2,2,10,2024
TX-20240524-002,2024-05-24,EzyDog Chest Plate Harness for Dogs,Aksesoris,2,250000,500000,QRIS,0,0,5,2024
TX-20241113-001,2024-11-13,Life Cat Pouch - Salmon Adult,Makanan,3,12024,36072,QRIS,2,0,11,2024
TX-20241121-001,2024-11-21,Life Cat Pouch - Chicken Adult,Makanan,19,4435,84265,Tunai,2,2,11,2024
TX-20240328-003,2024-03-28,Rogz Utility Dog Leash - Medium,Aksesoris,16,4435,70960,QRIS,0,0,3,2024
TX-20241029-001,2024-10-29,Life Cat Pouch - Chicken Tuna Adult,Makanan,15,50000,750000,Tunai,2,2,10,2024
TX-20240913-003,2024-09-13,Life Cat Tofu - Mango,Makanan,14,55833,781662,Transfer,2,1,9,2024
TX-20240608-002,2024-06-08,Kong Classic Dog Chew Toy,Mainan,14,130000,1820000,Transfer,1,1,6,2024
TX-20240926-001,2024-09-26,Trixie Cat Tunnel,Mainan,1,4435,4435,Transfer,1,1,9,2024
TX-20240521-003,2024-05-21,Trixie Cat Tunnel,Mainan,14,4435,62090,Tunai,1,2,5,2024
TX-20240204-004,2024-02-04,Life Cat Tofu - Macha,Makanan,10,55833,558330,Tunai,2,2,2,2024
TX-20240118-001,2024-01-18,Kong Puppy Teething Stick,Mainan,17,55833,949161,QRIS,1,0,1,2024
TX-20240221-001,2024-02-21,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,130000,130000,Transfer,3,1,2,2024
TX-20240402-001,2024-04-02,Rogz Utility Dog Leash - Medium,Aksesoris,19,4435,84265,QRIS,0,0,4,2024
TX-20240309-003,2024-03-09,Life Cat Pouch - Chicken Adult,Makanan,15,130000,1950000,Transfer,2,1,3,2024
TX-20240520-001,2024-05-20,Life Cat Pouch - Kitten Tuna,Makanan,5,4435,22175,Tunai,2,2,5,2024
TX-20241004-003,2024-10-04,Frontline Plus Flea & Tick Treatment,Obat Hewan,10,4435,44350,QRIS,3,0,10,2024
TX-20240417-004,2024-04-17,Life Cat Pouch - Salmon Adult,Makanan,7,130000,910000,Transfer,2,1,4,2024
TX-20240612-001,2024-06-12,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,14,4435,62090,Tunai,3,2,6,2024
TX-20240416-001,2024-04-16,Trixie Cat Scratching Post,Mainan,1,130000,130000,Tunai,1,2,4,2024
TX-20241106-004,2024-11-06,Kong Puppy Teething Stick,Mainan,6,12024,72144,Tunai,1,2,11,2024
TX-20240306-001,2024-03-06,Life Cat Pouch - Kitten Salmon,Makanan,10,4435,44350,Tunai,2,2,3,2024
TX-20240806-001,2024-08-06,Frontline Plus Flea & Tick Treatment,Obat Hewan,10,4435,44350,QRIS,3,0,8,2024
TX-20240523-001,2024-05-23,Life Cat Pouch - Chicken Tuna Adult,Makanan,12,12024,144288,Tunai,2,2,5,2024
TX-20240719-001,2024-07-19,Trixie Cat Tunnel,Mainan,2,250000,500000,QRIS,1,0,7,2024
TX-20240217-001,2024-02-17,Life Cat Tofu - Mango,Makanan,14,130000,1820000,QRIS,2,0,2,2024
TX-20240926-002,2024-09-26,Life Cat Pouch - Chicken Tuna Adult,Makanan,8,50000,400000,QRIS,2,0,9,2024
TX-20240921-002,2024-09-21,Trixie Cat Tunnel,Mainan,15,55833,837495,QRIS,1,0,9,2024
TX-20240309-004,2024-03-09,Kong Classic Dog Chew Toy,Mainan,5,55833,279165,Transfer,1,1,3,2024
TX-20240308-001,2024-03-08,Trixie Cat Laser Pointer,Mainan,2,50000,100000,Transfer,1,1,3,2024
TX-20240723-003,2024-07-23,Life Cat Can - Tuna,Makanan,15,12024,180360,Transfer,2,1,7,2024
TX-20240406-002,2024-04-06,Drontal Cat Dewormer,Obat Hewan,2,50000,100000,Transfer,3,1,4,2024
TX-20240116-002,2024-01-16,Life Cat Can - Kitten Salmon,Makanan,17,55833,949161,Transfer,2,1,1,2024
TX-20240130-001,2024-01-30,EzyDog Chest Plate Harness for Dogs,Aksesoris,4,250000,1000000,Transfer,0,1,1,2024
TX-20241113-002,2024-11-13,Trixie Cat Laser Pointer,Mainan,5,250000,1250000,QRIS,1,0,11,2024
TX-20240601-002,2024-06-01,Trixie Cat Scratching Post,Mainan,6,250000,1500000,Transfer,1,1,6,2024
TX-20240902-003,2024-09-02,Life Cat Tofu - Mango,Makanan,19,4435,84265,QRIS,2,0,9,2024
TX-20240402-002,2024-04-02,Rogz Utility Dog Leash - Medium,Aksesoris,15,130000,1950000,QRIS,0,0,4,2024
TX-20241117-003,2024-11-17,Kong Classic Dog Chew Toy,Mainan,4,55833,223332,Tunai,1,2,11,2024
TX-20240416-002,2024-04-16,Kong Puppy Teething Stick,Mainan,2,130000,260000,QRIS,1,0,4,2024
TX-20240217-002,2024-02-17,Life Cat Pouch - Chicken Adult,Makanan,10,130000,1300000,Transfer,2,1,2,2024
TX-20240927-002,2024-09-27,Seresto Flea and Tick Collar for Dogs,Obat Hewan,15,4435,66525,Tunai,3,2,9,2024
TX-20240509-002,2024-05-09,Rogz Utility Dog Leash - Medium,Aksesoris,19,4435,84265,QRIS,0,0,5,2024
TX-20241015-003,2024-10-15,Life Cat Pouch - Kitten Chicken,Makanan,10,55833,558330,Transfer,2,1,10,2024
TX-20240415-001,2024-04-15,Life Cat Can - Chicken,Makanan,16,55833,893328,Transfer,2,1,4,2024
TX-20240529-002,2024-05-29,Life Cat Can - Kitten Salmon,Makanan,7,12024,84168,QRIS,2,0,5,2024
TX-20241019-002,2024-10-19,Trixie Cat Laser Pointer,Mainan,5,12024,60120,QRIS,1,0,10,2024
TX-20240615-003,2024-06-15,Trixie Cat Laser Pointer,Mainan,19,4435,84265,Tunai,1,2,6,2024
TX-20240128-003,2024-01-28,Life Cat Tofu - Mango,Makanan,11,50000,550000,Transfer,2,1,1,2024
TX-20240609-002,2024-06-09,Life Cat Pouch - Chicken Adult,Makanan,6,250000,1500000,QRIS,2,0,6,2024
TX-20240318-001,2024-03-18,Life Cat Pouch - Kitten Chicken,Makanan,19,50000,950000,Transfer,2,1,3,2024
TX-20241027-004,2024-10-27,Trixie Cat Tunnel,Mainan,9,12024,108216,Transfer,1,1,10,2024
TX-20240911-003,2024-09-11,Nutri-Vet Multivitamin Chewable,Obat Hewan,11,4435,48785,Tunai,3,2,9,2024
TX-20240130-002,2024-01-30,Life Cat Pouch Dus,Makanan,16,55833,893328,QRIS,2,0,1,2024
TX-20241024-001,2024-10-24,Life Cat Pouch - Kitten Salmon,Makanan,15,12024,180360,Transfer,2,1,10,2024
TX-20240421-003,2024-04-21,Seresto Flea and Tick Collar for Dogs,Obat Hewan,18,55833,1004994,Transfer,3,1,4,2024
TX-20241005-003,2024-10-05,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,12024,120240,Transfer,3,1,10,2024
TX-20241116-001,2024-11-16,Seresto Flea and Tick Collar for Dogs,Obat Hewan,4,4435,17740,QRIS,3,0,11,2024
TX-20240429-001,2024-04-29,Life Cat Tofu - Mango,Makanan,11,4435,48785,Transfer,2,1,4,2024
TX-20241011-001,2024-10-11,Life Cat Pouch Dus,Makanan,9,12024,108216,Transfer,2,1,10,2024
TX-20240708-002,2024-07-08,Life Cat Pouch - Salmon Adult,Makanan,2,55833,111666,QRIS,2,0,7,2024
TX-20240219-002,2024-02-19,Life Cat Pouch - Kitten Tuna,Makanan,15,55833,837495,Tunai,2,2,2,2024
TX-20240521-004,2024-05-21,Rogz Utility Dog Leash - Medium,Aksesoris,10,50000,500000,Tunai,0,2,5,2024
TX-20240526-001,2024-05-26,Kong Puppy Teething Stick,Mainan,4,250000,1000000,QRIS,1,0,5,2024
TX-20240103-002,2024-01-03,Life Cat Can - Tuna,Makanan,17,12024,204408,Transfer,2,1,1,2024
TX-20241115-001,2024-11-15,Seresto Flea and Tick Collar for Dogs,Obat Hewan,12,130000,1560000,Transfer,3,1,11,2024
TX-20240125-001,2024-01-25,Life Cat Pouch - Chicken Adult,Makanan,17,130000,2210000,Transfer,2,1,1,2024
TX-20240519-003,2024-05-19,Life Cat Can - Kitten Salmon,Makanan,3,50000,150000,Transfer,2,1,5,2024
TX-20240106-003,2024-01-06,Life Cat Can - Tuna,Makanan,18,55833,1004994,Transfer,2,1,1,2024
TX-20240329-002,2024-03-29,Life Cat Tofu - Macha,Makanan,3,50000,150000,Transfer,2,1,3,2024
TX-20240531-004,2024-05-31,Kong Classic Dog Chew Toy,Mainan,3,55833,167499,Transfer,1,1,5,2024
TX-20240213-004,2024-02-13,Life Cat Pouch - Kitten Tuna,Makanan,15,4435,66525,Transfer,2,1,2,2024
TX-20240625-001,2024-06-25,Rogz Utility Dog Leash - Medium,Aksesoris,14,4435,62090,QRIS,0,0,6,2024
TX-20240410-003,2024-04-10,Life Cat Tofu - Macha,Makanan,8,250000,2000000,Tunai,2,2,4,2024
TX-20240716-001,2024-07-16,Drontal Cat Dewormer,Obat Hewan,11,12024,132264,QRIS,3,0,7,2024
TX-20240129-001,2024-01-29,Life Cat Pouch Dus,Makanan,5,4435,22175,Tunai,2,2,1,2024
TX-20240110-002,2024-01-10,Life Cat Pouch - Salmon Adult,Makanan,5,130000,650000,Tunai,2,2,1,2024
TX-20241117-004,2024-11-17,Life Cat Pouch - Kitten Chicken,Makanan,5,4435,22175,Transfer,2,1,11,2024
TX-20241020-004,2024-10-20,Life Cat Tofu - Macha,Makanan,6,130000,780000,Tunai,2,2,10,2024
TX-20240627-001,2024-06-27,Life Cat Pouch - Kitten Salmon,Makanan,17,4435,75395,Transfer,2,1,6,2024
TX-20240102-002,2024-01-02,Life Cat Pouch - Kitten Tuna,Makanan,11,55833,614163,QRIS,2,0,1,2024
TX-20240201-001,2024-02-01,Life Cat Tofu - Macha,Makanan,12,55833,669996,Tunai,2,2,2,2024
TX-20240715-002,2024-07-15,Drontal Cat Dewormer,Obat Hewan,8,55833,446664,Tunai,3,2,7,2024
TX-20240229-001,2024-02-29,Trixie Cat Scratching Post,Mainan,11,12024,132264,Tunai,1,2,2,2024
TX-20240409-001,2024-04-09,Life Cat Can - Chicken,Makanan,10,130000,1300000,QRIS,2,0,4,2024
TX-20240721-002,2024-07-21,Life Cat Pouch - Salmon Adult,Makanan,6,55833,334998,Transfer,2,1,7,2024
TX-20240330-001,2024-03-30,Trixie Cat Laser Pointer,Mainan,2,55833,111666,Tunai,1,2,3,2024
TX-20240619-001,2024-06-19,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,50000,500000,Tunai,0,2,6,2024
TX-20240320-003,2024-03-20,Drontal Cat Dewormer,Obat Hewan,10,130000,1300000,Tunai,3,2,3,2024
TX-20240223-001,2024-02-23,Life Cat Pouch - Salmon Adult,Makanan,19,50000,950000,Tunai,2,2,2,2024
TX-20240506-001,2024-05-06,Trixie Cat Laser Pointer,Mainan,1,12024,12024,QRIS,1,0,5,2024
TX-20240413-001,2024-04-13,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,50000,50000,Transfer,0,1,4,2024
TX-20240526-002,2024-05-26,Rogz Utility Dog Leash - Medium,Aksesoris,6,55833,334998,QRIS,0,0,5,2024
TX-20240124-001,2024-01-24,Drontal Cat Dewormer,Obat Hewan,13,12024,156312,Tunai,3,2,1,2024
TX-20240703-001,2024-07-03,Kong Classic Dog Chew Toy,Mainan,10,130000,1300000,Transfer,1,1,7,2024
TX-20240416-003,2024-04-16,Life Cat Pouch - Salmon Adult,Makanan,13,4435,57655,Transfer,2,1,4,2024
TX-20240412-001,2024-04-12,Life Cat Can - Kitten Tuna,Makanan,16,55833,893328,QRIS,2,0,4,2024
TX-20240307-001,2024-03-07,Life Cat Pouch Dus,Makanan,11,55833,614163,Transfer,2,1,3,2024
TX-20240619-002,2024-06-19,Life Cat Tofu - Macha,Makanan,6,12024,72144,QRIS,2,0,6,2024
TX-20240926-003,2024-09-26,Rogz Utility Dog Leash - Medium,Aksesoris,9,12024,108216,QRIS,0,0,9,2024
TX-20240326-002,2024-03-26,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,50000,300000,Tunai,0,2,3,2024
TX-20241101-004,2024-11-01,Trixie Cat Scratching Post,Mainan,9,55833,502497,Transfer,1,1,11,2024
TX-20240325-002,2024-03-25,Life Cat Pouch - Chicken Adult,Makanan,9,12024,108216,Transfer,2,1,3,2024
TX-20240606-001,2024-06-06,Life Cat Tofu - Macha,Makanan,11,130000,1430000,QRIS,2,0,6,2024
TX-20240504-002,2024-05-04,Kong Puppy Teething Stick,Mainan,13,50000,650000,Tunai,1,2,5,2024
TX-20240210-003,2024-02-10,Life Cat Tofu - Macha,Makanan,7,55833,390831,Transfer,2,1,2,2024
TX-20240319-003,2024-03-19,Life Cat Pouch - Kitten Salmon,Makanan,7,12024,84168,Transfer,2,1,3,2024
TX-20240423-002,2024-04-23,Seresto Flea and Tick Collar for Dogs,Obat Hewan,17,12024,204408,Transfer,3,1,4,2024
TX-20240224-002,2024-02-24,Kong Puppy Teething Stick,Mainan,19,12024,228456,Tunai,1,2,2,2024
TX-20241030-003,2024-10-30,Trixie Cat Scratching Post,Mainan,7,50000,350000,Transfer,1,1,10,2024
TX-20240426-002,2024-04-26,Trixie Cat Scratching Post,Mainan,4,50000,200000,QRIS,1,0,4,2024
TX-20240118-002,2024-01-18,Kong Puppy Teething Stick,Mainan,7,12024,84168,QRIS,1,0,1,2024
TX-20240405-003,2024-04-05,Life Cat Can - Kitten Tuna,Makanan,15,4435,66525,Tunai,2,2,4,2024
TX-20240426-003,2024-04-26,Life Cat Pouch - Kitten Tuna,Makanan,16,12024,192384,Tunai,2,2,4,2024
TX-20240830-001,2024-08-30,Life Cat Pouch - Kitten Salmon,Makanan,6,12024,72144,QRIS,2,0,8,2024
TX-20240113-001,2024-01-13,Life Cat Pouch - Kitten Chicken,Makanan,11,55833,614163,Transfer,2,1,1,2024
TX-20240911-004,2024-09-11,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,130000,260000,Transfer,3,1,9,2024
TX-20240115-003,2024-01-15,Life Cat Pouch - Kitten Tuna,Makanan,10,55833,558330,Transfer,2,1,1,2024
TX-20240819-001,2024-08-19,Trixie Cat Scratching Post,Mainan,12,50000,600000,QRIS,1,0,8,2024
TX-20240514-001,2024-05-14,Seresto Flea and Tick Collar for Dogs,Obat Hewan,6,4435,26610,Transfer,3,1,5,2024
TX-20240812-003,2024-08-12,Life Cat Can - Kitten Salmon,Makanan,18,55833,1004994,Transfer,2,1,8,2024
TX-20240506-002,2024-05-06,Life Cat Pouch - Salmon Adult,Makanan,8,55833,446664,Transfer,2,1,5,2024
TX-20241114-001,2024-11-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,250000,1500000,Tunai,0,2,11,2024
TX-20241104-002,2024-11-04,Trixie Cat Scratching Post,Mainan,12,130000,1560000,Transfer,1,1,11,2024
TX-20240115-004,2024-01-15,Life Cat Can - Kitten Tuna,Makanan,19,4435,84265,QRIS,2,0,1,2024
TX-20240323-002,2024-03-23,Life Cat Pouch - Kitten Tuna,Makanan,17,4435,75395,Transfer,2,1,3,2024
TX-20240203-003,2024-02-03,Drontal Cat Dewormer,Obat Hewan,13,12024,156312,Tunai,3,2,2,2024
TX-20240102-003,2024-01-02,Life Cat Pouch - Chicken Adult,Makanan,3,12024,36072,QRIS,2,0,1,2024
TX-20240711-003,2024-07-11,Trixie Cat Tunnel,Mainan,9,50000,450000,QRIS,1,0,7,2024
TX-20241024-002,2024-10-24,Life Cat Can - Kitten Tuna,Makanan,4,12024,48096,Tunai,2,2,10,2024
TX-20240610-004,2024-06-10,Life Cat Can - Tuna,Makanan,1,55833,55833,QRIS,2,0,6,2024
TX-20240831-001,2024-08-31,Kong Classic Dog Chew Toy,Mainan,12,12024,144288,Tunai,1,2,8,2024
TX-20240623-003,2024-06-23,Kong Puppy Teething Stick,Mainan,2,50000,100000,QRIS,1,0,6,2024
TX-20240823-001,2024-08-23,Life Cat Can - Chicken,Makanan,11,55833,614163,QRIS,2,0,8,2024
TX-20241130-001,2024-11-30,Seresto Flea and Tick Collar for Dogs,Obat Hewan,1,55833,55833,Transfer,3,1,11,2024
TX-20240520-002,2024-05-20,Life Cat Pouch - Kitten Chicken,Makanan,7,250000,1750000,Transfer,2,1,5,2024
TX-20240624-002,2024-06-24,Life Cat Can - Chicken,Makanan,14,50000,700000,Transfer,2,1,6,2024
TX-20240417-005,2024-04-17,Trixie Cat Laser Pointer,Mainan,2,50000,100000,Tunai,1,2,4,2024
TX-20240823-002,2024-08-23,Trixie Cat Tunnel,Mainan,18,4435,79830,Tunai,1,2,8,2024
TX-20240814-001,2024-08-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,2,250000,500000,QRIS,0,0,8,2024
TX-20240915-002,2024-09-15,Life Cat Tofu - Macha,Makanan,9,55833,502497,QRIS,2,0,9,2024
TX-20240604-001,2024-06-04,Life Cat Pouch - Kitten Chicken,Makanan,8,50000,400000,Tunai,2,2,6,2024
TX-20240528-003,2024-05-28,Life Cat Pouch - Salmon Adult,Makanan,8,130000,1040000,QRIS,2,0,5,2024
TX-20240830-002,2024-08-30,Kong Classic Dog Chew Toy,Mainan,1,50000,50000,Transfer,1,1,8,2024
TX-20241012-001,2024-10-12,Seresto Flea and Tick Collar for Dogs,Obat Hewan,8,50000,400000,QRIS,3,0,10,2024
TX-20240921-003,2024-09-21,Life Cat Pouch - Salmon Adult,Makanan,11,4435,48785,QRIS,2,0,9,2024
TX-20240715-003,2024-07-15,Life Cat Can - Kitten Tuna,Makanan,9,55833,502497,Tunai,2,2,7,2024
TX-20240427-002,2024-04-27,Rogz Utility Dog Leash - Medium,Aksesoris,5,130000,650000,Tunai,0,2,4,2024
TX-20240228-001,2024-02-28,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,55833,502497,Transfer,3,1,2,2024
TX-20240406-003,2024-04-06,Life Cat Pouch - Salmon Adult,Makanan,6,55833,334998,QRIS,2,0,4,2024
TX-20240409-002,2024-04-09,Frontline Plus Flea & Tick Treatment,Obat Hewan,4,130000,520000,QRIS,3,0,4,2024
TX-20240930-004,2024-09-30,Seresto Flea and Tick Collar for Dogs,Obat Hewan,5,12024,60120,Tunai,3,2,9,2024
TX-20240919-001,2024-09-19,Trixie Cat Scratching Post,Mainan,17,55833,949161,Tunai,1,2,9,2024
TX-20240502-002,2024-05-02,Trixie Cat Laser Pointer,Mainan,14,50000,700000,Tunai,1,2,5,2024
TX-20241106-005,2024-11-06,Life Cat Pouch - Chicken Adult,Makanan,16,12024,192384,Transfer,2,1,11,2024
TX-20241009-001,2024-10-09,Life Cat Tofu - Macha,Makanan,8,12024,96192,QRIS,2,0,10,2024
TX-20240309-005,2024-03-09,Life Cat Can - Kitten Tuna,Makanan,1,4435,4435,Transfer,2,1,3,2024
TX-20240613-005,2024-06-13,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,50000,500000,Tunai,3,2,6,2024
TX-20240901-003,2024-09-01,Life Cat Can - Chicken,Makanan,12,50000,600000,Transfer,2,1,9,2024
TX-20240507-002,2024-05-07,Life Cat Pouch - Chicken Adult,Makanan,18,4435,79830,Transfer,2,1,5,2024
TX-20240110-003,2024-01-10,Life Cat Can - Kitten Tuna,Makanan,13,130000,1690000,Tunai,2,2,1,2024
TX-20240523-002,2024-05-23,Nutri-Vet Multivitamin Chewable,Obat Hewan,9,55833,502497,QRIS,3,0,5,2024
TX-20241121-002,2024-11-21,Trixie Cat Tunnel,Mainan,17,12024,204408,Tunai,1,2,11,2024
TX-20240817-001,2024-08-17,Life Cat Pouch - Kitten Tuna,Makanan,19,12024,228456,QRIS,2,0,8,2024
TX-20241006-003,2024-10-06,Life Cat Can - Kitten Salmon,Makanan,7,4435,31045,Transfer,2,1,10,2024
TX-20240113-002,2024-01-13,Life Cat Pouch Dus,Makanan,6,12024,72144,Tunai,2,2,1,2024
TX-20240216-002,2024-02-16,Life Cat Pouch - Chicken Adult,Makanan,14,55833,781662,Transfer,2,1,2,2024
TX-20241010-003,2024-10-10,Life Cat Pouch - Kitten Salmon,Makanan,10,12024,120240,Transfer,2,1,10,2024
TX-20241121-003,2024-11-21,Life Cat Pouch - Salmon Adult,Makanan,1,250000,250000,Transfer,2,1,11,2024
TX-20240118-003,2024-01-18,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,16,50000,800000,QRIS,3,0,1,2024
TX-20241014-002,2024-10-14,Life Cat Pouch - Salmon Adult,Makanan,14,55833,781662,Tunai,2,2,10,2024
TX-20240829-001,2024-08-29,Life Cat Pouch Dus,Makanan,1,130000,130000,Tunai,2,2,8,2024
TX-20240406-004,2024-04-06,Life Cat Tofu - Macha,Makanan,6,130000,780000,Transfer,2,1,4,2024
TX-20241011-002,2024-10-11,Life Cat Can - Chicken,Makanan,7,50000,350000,Transfer,2,1,10,2024
TX-20240106-004,2024-01-06,Life Cat Can - Tuna,Makanan,16,12024,192384,Transfer,2,1,1,2024
TX-20241130-002,2024-11-30,Life Cat Pouch - Kitten Tuna,Makanan,6,55833,334998,Transfer,2,1,11,2024
TX-20240425-001,2024-04-25,Life Cat Can - Chicken,Makanan,15,55833,837495,Transfer,2,1,4,2024
TX-20240911-005,2024-09-11,Life Cat Tofu - Macha,Makanan,2,12024,24048,QRIS,2,0,9,2024
TX-20240504-003,2024-05-04,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,4,130000,520000,Tunai,3,2,5,2024
TX-20240125-002,2024-01-25,Trixie Cat Tunnel,Mainan,8,4435,35480,Transfer,1,1,1,2024
TX-20240916-001,2024-09-16,Life Cat Can - Tuna,Makanan,11,12024,132264,QRIS,2,0,9,2024
TX-20241125-001,2024-11-25,EzyDog Chest Plate Harness for Dogs,Aksesoris,14,130000,1820000,Transfer,0,1,11,2024
TX-20240911-006,2024-09-11,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,14,130000,1820000,QRIS,3,0,9,2024
TX-20240909-001,2024-09-09,Life Cat Can - Kitten Tuna,Makanan,5,4435,22175,Tunai,2,2,9,2024
TX-20240221-002,2024-02-21,EzyDog Chest Plate Harness for Dogs,Aksesoris,4,130000,520000,QRIS,0,0,2,2024
TX-20240517-001,2024-05-17,Life Cat Pouch - Kitten Chicken,Makanan,12,12024,144288,QRIS,2,0,5,2024
