ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran
TX-20240129-001,2024-01-29,Life Cat Pouch - Kitten Salmon,Makanan,10,12000,120000,QRIS
TX-20240723-001,2024-07-23,Rogz Utility Dog Leash - Medium,Aksesoris,2,50000,100000,QRIS
TX-20240328-003,2024-03-28,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,9,12000,108000,QRIS
TX-20240513-002,2024-05-13,Trixie Cat Scratching Post,Mainan,1,130000,130000,Tunai
TX-20241007-001,2024-10-07,Life Cat Pouch - Salmon Adult,Makanan,9,250000,2250000,Transfer
TX-20240202-001,2024-02-02,Life Cat Can - Chicken,Makanan,2,250000,500000,QRIS
TX-20240328-004,2024-03-28,Life Cat Pouch Dus,Makanan,4,4500,18000,Transfer
TX-20241129-001,2024-11-29,Life Cat Can - Kitten Salmon,Makanan,10,250000,2500000,Transfer
TX-20240229-001,2024-02-29,Trixie Cat Laser Pointer,Mainan,1,55000,55000,Transfer
TX-20240413-001,2024-04-13,Life Cat Pouch - Kitten Tuna,Makanan,10,250000,2500000,QRIS
TX-20241125-001,2024-11-25,Kong Classic Dog Chew Toy,Mainan,1,50000,50000,Tunai
TX-20240927-002,2024-09-27,Life Cat Can - Chicken,Makanan,7,250000,1750000,QRIS
TX-20240612-001,2024-06-12,EzyDog Chest Plate Harness for Dogs,Aksesoris,4,12000,48000,Transfer
TX-20241103-001,2024-11-03,Seresto Flea and Tick Collar for Dogs,Obat Hewan,8,4500,36000,QRIS
TX-20240212-004,2024-02-12,Kong Classic Dog Chew Toy,Mainan,9,130000,1170000,Tunai
TX-20241107-001,2024-11-07,Rogz Utility Dog Leash - Medium,Aksesoris,3,250000,750000,QRIS
TX-20240316-001,2024-03-16,Life Cat Pouch - Chicken Adult,Makanan,1,50000,50000,Transfer
TX-20240227-002,2024-02-27,Nutri-Vet Multivitamin Chewable,Obat Hewan,4,12000,48000,QRIS
TX-20241020-001,2024-10-20,Kong Classic Dog Chew Toy,Mainan,7,55000,385000,Tunai
TX-20240715-002,2024-07-15,Kong Puppy Teething Stick,Mainan,9,55000,495000,Tunai
TX-20241128-001,2024-11-28,Life Cat Tofu - Macha,Makanan,2,12000,24000,Transfer
TX-20240415-001,2024-04-15,Life Cat Can - Kitten Tuna,Makanan,7,50000,350000,Transfer
TX-20240819-001,2024-08-19,Trixie Cat Scratching Post,Mainan,5,250000,1250000,Transfer
TX-20241024-001,2024-10-24,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,55000,550000,QRIS
TX-20240912-003,2024-09-12,Life Cat Pouch - Kitten Salmon,Makanan,3,50000,150000,QRIS
TX-20240627-001,2024-06-27,Frontline Plus Flea & Tick Treatment,Obat Hewan,7,55000,385000,QRIS
TX-20240610-003,2024-06-10,Life Cat Pouch - Kitten Chicken,Makanan,7,12000,84000,QRIS
TX-20240703-002,2024-07-03,Trixie Cat Scratching Post,Mainan,3,4500,13500,Tunai
TX-20240718-001,2024-07-18,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,130000,1300000,QRIS
TX-20240510-001,2024-05-10,Trixie Cat Tunnel,Mainan,3,250000,750000,Tunai
TX-20240110-001,2024-01-10,Kong Classic Dog Chew Toy,Mainan,8,12000,96000,QRIS
TX-20240202-002,2024-02-02,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,130000,260000,QRIS
TX-20240610-004,2024-06-10,Kong Puppy Teething Stick,Mainan,8,4500,36000,Transfer
TX-20240113-001,2024-01-13,Life Cat Pouch - Kitten Chicken,Makanan,8,55000,440000,Tunai
TX-20240703-003,2024-07-03,Kong Puppy Teething Stick,Mainan,4,12000,48000,QRIS
TX-20241103-002,2024-11-03,Drontal Cat Dewormer,Obat Hewan,6,50000,300000,Tunai
TX-20240213-004,2024-02-13,Life Cat Can - Kitten Salmon,Makanan,9,55000,495000,Tunai
TX-20240912-004,2024-09-12,Trixie Cat Tunnel,Mainan,10,4500,45000,Transfer
TX-20240707-001,2024-07-07,Life Cat Pouch - Kitten Tuna,Makanan,10,250000,2500000,Transfer
TX-20240125-001,2024-01-25,Life Cat Pouch - Chicken Adult,Makanan,7,55000,385000,Transfer
TX-20240206-001,2024-02-06,Trixie Cat Scratching Post,Mainan,10,130000,1300000,Tunai
TX-20241130-001,2024-11-30,Kong Puppy Teething Stick,Mainan,10,4500,45000,Transfer
TX-20241012-001,2024-10-12,Life Cat Pouch - Salmon Adult,Makanan,1,50000,50000,Transfer
TX-20240617-003,2024-06-17,Life Cat Can - Tuna,Makanan,7,12000,84000,Transfer
TX-20240403-001,2024-04-03,Life Cat Tofu - Macha,Makanan,2,55000,110000,Transfer
TX-20240328-005,2024-03-28,Life Cat Can - Kitten Salmon,Makanan,10,250000,2500000,QRIS
TX-20240519-002,2024-05-19,Life Cat Pouch - Kitten Tuna,Makanan,8,12000,96000,Tunai
TX-20240809-003,2024-08-09,Life Cat Tofu - Mango,Makanan,3,55000,165000,QRIS
TX-20240218-003,2024-02-18,Frontline Plus Flea & Tick Treatment,Obat Hewan,8,130000,1040000,Transfer
TX-20240627-002,2024-06-27,Trixie Cat Scratching Post,Mainan,7,4500,31500,Tunai
TX-20240530-001,2024-05-30,Rogz Utility Dog Leash - Medium,Aksesoris,5,130000,650000,Transfer
TX-20241114-001,2024-11-14,Life Cat Tofu - Mango,Makanan,9,50000,450000,Transfer
TX-20240328-006,2024-03-28,Life Cat Pouch - Kitten Tuna,Makanan,6,12000,72000,Tunai
TX-20240324-004,2024-03-24,Frontline Plus Flea & Tick Treatment,Obat Hewan,10,130000,1300000,Transfer
TX-20240225-001,2024-02-25,Life Cat Pouch - Kitten Tuna,Makanan,5,50000,250000,QRIS
TX-20240611-002,2024-06-11,Trixie Cat Laser Pointer,Mainan,3,12000,36000,Transfer
TX-20240923-001,2024-09-23,Life Cat Tofu - Mango,Makanan,7,250000,1750000,Transfer
TX-20240210-001,2024-02-10,Life Cat Pouch - Salmon Adult,Makanan,9,130000,1170000,QRIS
TX-20241117-002,2024-11-17,Drontal Cat Dewormer,Obat Hewan,4,50000,200000,QRIS
TX-20241124-001,2024-11-24,Life Cat Can - Kitten Salmon,Makanan,6,50000,300000,QRIS
TX-20240104-002,2024-01-04,Life Cat Can - Tuna,Makanan,9,130000,1170000,Tunai
TX-20240313-002,2024-03-13,Nutri-Vet Multivitamin Chewable,Obat Hewan,8,50000,400000,QRIS
TX-20240510-002,2024-05-10,Life Cat Tofu - Mango,Makanan,8,4500,36000,QRIS
TX-20240923-002,2024-09-23,Trixie Cat Laser Pointer,Mainan,7,250000,1750000,Transfer
TX-20240626-001,2024-06-26,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,4500,45000,QRIS
TX-20240418-002,2024-04-18,Life Cat Pouch Dus,Makanan,5,12000,60000,QRIS
TX-20240810-001,2024-08-10,Life Cat Pouch - Chicken Adult,Makanan,1,130000,130000,Tunai
TX-20240511-001,2024-05-11,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,3,130000,390000,QRIS
TX-20240305-001,2024-03-05,Kong Classic Dog Chew Toy,Mainan,1,50000,50000,QRIS
TX-20240224-003,2024-02-24,Life Cat Pouch - Chicken Adult,Makanan,8,55000,440000,Tunai
TX-20240614-001,2024-06-14,Life Cat Pouch - Kitten Chicken,Makanan,8,55000,440000,Tunai
TX-20240427-003,2024-04-27,Life Cat Tofu - Mango,Makanan,2,55000,110000,Tunai
TX-20241022-002,2024-10-22,Nutri-Vet Multivitamin Chewable,Obat Hewan,9,12000,108000,QRIS
TX-20240608-003,2024-06-08,Life Cat Pouch - Salmon Adult,Makanan,6,4500,27000,Transfer
TX-20240216-004,2024-02-16,Rogz Utility Dog Leash - Medium,Aksesoris,7,12000,84000,Transfer
TX-20240216-005,2024-02-16,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,4500,45000,Transfer
TX-20240703-004,2024-07-03,Life Cat Pouch - Kitten Tuna,Makanan,3,50000,150000,Tunai
TX-20240504-003,2024-05-04,Life Cat Pouch - Kitten Salmon,Makanan,9,250000,2250000,Tunai
TX-20240131-003,2024-01-31,Life Cat Pouch - Salmon Adult,Makanan,1,12000,12000,QRIS
TX-20240819-002,2024-08-19,Life Cat Pouch - Salmon Adult,Makanan,9,4500,40500,QRIS
TX-20240118-002,2024-01-18,Life Cat Pouch - Kitten Chicken,Makanan,7,55000,385000,Transfer
TX-20240701-001,2024-07-01,Life Cat Can - Kitten Tuna,Makanan,10,50000,500000,QRIS
TX-20240808-001,2024-08-08,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,130000,390000,Transfer
TX-20240801-002,2024-08-01,Life Cat Pouch - Kitten Chicken,Makanan,10,4500,45000,QRIS
TX-20240320-002,2024-03-20,Seresto Flea and Tick Collar for Dogs,Obat Hewan,1,4500,4500,Transfer
TX-20240311-003,2024-03-11,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,55000,110000,Tunai
TX-20240124-003,2024-01-24,Life Cat Tofu - Macha,Makanan,9,12000,108000,Transfer
TX-20241128-002,2024-11-28,Life Cat Pouch - Salmon Adult,Makanan,2,12000,24000,QRIS
TX-20240901-003,2024-09-01,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,250000,250000,Tunai
TX-20240626-002,2024-06-26,Life Cat Can - Tuna,Makanan,2,55000,110000,Tunai
TX-20240828-001,2024-08-28,Life Cat Tofu - Macha,Makanan,9,130000,1170000,Tunai
TX-20240827-001,2024-08-27,Life Cat Can - Kitten Tuna,Makanan,8,55000,440000,Tunai
TX-20240727-001,2024-07-27,Life Cat Pouch - Salmon Adult,Makanan,3,4500,13500,Transfer
TX-20240306-001,2024-03-06,Life Cat Pouch Dus,Makanan,2,4500,9000,Transfer
TX-20240602-001,2024-06-02,Life Cat Pouch - Salmon Adult,Makanan,1,55000,55000,Tunai
TX-20240611-003,2024-06-11,Life Cat Tofu - Macha,Makanan,2,130000,260000,Tunai
TX-20240308-001,2024-03-08,Life Cat Pouch - Kitten Salmon,Makanan,2,4500,9000,Transfer
TX-20240819-003,2024-08-19,Life Cat Pouch - Kitten Tuna,Makanan,5,250000,1250000,Transfer
TX-20240916-001,2024-09-16,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,4,4500,18000,QRIS
TX-20240908-003,2024-09-08,Life Cat Pouch - Kitten Tuna,Makanan,3,130000,390000,Transfer
TX-20240206-002,2024-02-06,Trixie Cat Laser Pointer,Mainan,5,12000,60000,QRIS
TX-20240520-001,2024-05-20,Kong Puppy Teething Stick,Mainan,8,12000,96000,Tunai
TX-20240724-001,2024-07-24,Life Cat Can - Kitten Salmon,Makanan,3,12000,36000,QRIS
TX-20240516-002,2024-05-16,Life Cat Pouch - Kitten Tuna,Makanan,3,50000,150000,QRIS
TX-20240904-001,2024-09-04,Life Cat Pouch - Kitten Chicken,Makanan,3,4500,13500,QRIS
TX-20240907-003,2024-09-07,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,50000,500000,QRIS
TX-20240924-002,2024-09-24,Life Cat Pouch Dus,Makanan,8,55000,440000,QRIS
TX-20240519-003,2024-05-19,Trixie Cat Scratching Post,Mainan,1,4500,4500,Tunai
TX-20240829-002,2024-08-29,Life Cat Can - Tuna,Makanan,8,12000,96000,Tunai
TX-20240616-001,2024-06-16,Life Cat Can - Kitten Tuna,Makanan,4,50000,200000,Tunai
TX-20240909-001,2024-09-09,Trixie Cat Tunnel,Mainan,7,50000,350000,QRIS
TX-20240622-003,2024-06-22,Life Cat Tofu - Mango,Makanan,9,55000,495000,Tunai
TX-20240726-003,2024-07-26,Rogz Utility Dog Leash - Medium,Aksesoris,2,4500,9000,Tunai
TX-20240830-001,2024-08-30,Kong Classic Dog Chew Toy,Mainan,3,4500,13500,Transfer
TX-20240915-002,2024-09-15,Drontal Cat Dewormer,Obat Hewan,1,50000,50000,Tunai
TX-20240524-003,2024-05-24,Life Cat Pouch - Chicken Adult,Makanan,4,4500,18000,QRIS
TX-20241025-001,2024-10-25,Life Cat Can - Chicken,Makanan,4,50000,200000,Transfer
TX-20240302-002,2024-03-02,Life Cat Tofu - Mango,Makanan,6,130000,780000,Tunai
TX-20240529-002,2024-05-29,Life Cat Pouch - Chicken Adult,Makanan,6,12000,72000,QRIS
TX-20240424-002,2024-04-24,Life Cat Pouch - Chicken Adult,Makanan,2,4500,9000,Tunai
TX-20240906-003,2024-09-06,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,4500,31500,Tunai
TX-20240122-001,2024-01-22,Trixie Cat Laser Pointer,Mainan,7,250000,1750000,QRIS
TX-20241001-002,2024-10-01,Life Cat Can - Chicken,Makanan,7,250000,1750000,Tunai
TX-20240114-001,2024-01-14,Trixie Cat Laser Pointer,Mainan,7,12000,84000,Tunai
TX-20240130-002,2024-01-30,EzyDog Chest Plate Harness for Dogs,Aksesoris,9,50000,450000,QRIS
TX-20240325-002,2024-03-25,Life Cat Pouch - Chicken Adult,Makanan,5,4500,22500,QRIS
TX-20241008-001,2024-10-08,Life Cat Can - Chicken,Makanan,7,12000,84000,QRIS
TX-20240703-005,2024-07-03,Life Cat Pouch Dus,Makanan,2,250000,500000,QRIS
TX-20240402-001,2024-04-02,Life Cat Pouch - Chicken Adult,Makanan,7,12000,84000,QRIS
TX-20240716-002,2024-07-16,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,4500,4500,QRIS
TX-20241022-003,2024-10-22,Nutri-Vet Multivitamin Chewable,Obat Hewan,8,4500,36000,Tunai
TX-20241006-001,2024-10-06,Life Cat Pouch - Kitten Chicken,Makanan,5,4500,22500,QRIS
TX-20241124-002,2024-11-24,Kong Classic Dog Chew Toy,Mainan,10,12000,120000,Tunai
TX-20240718-002,2024-07-18,Kong Puppy Teething Stick,Mainan,3,55000,165000,Transfer
TX-20240324-005,2024-03-24,Life Cat Tofu - Macha,Makanan,2,130000,260000,QRIS
TX-20240816-002,2024-08-16,Life Cat Pouch Dus,Makanan,5,250000,1250000,Transfer
TX-20240209-003,2024-02-09,Life Cat Pouch - Kitten Tuna,Makanan,3,130000,390000,Transfer
TX-20241101-002,2024-11-01,Drontal Cat Dewormer,Obat Hewan,10,130000,1300000,Tunai
TX-20241106-002,2024-11-06,Life Cat Pouch - Chicken Tuna Adult,Makanan,6,55000,330000,Tunai
TX-20240620-002,2024-06-20,Kong Classic Dog Chew Toy,Mainan,3,55000,165000,QRIS
TX-20240305-002,2024-03-05,Life Cat Can - Tuna,Makanan,4,250000,1000000,QRIS
TX-20240825-004,2024-08-25,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,250000,1750000,Tunai
TX-20240102-002,2024-01-02,Life Cat Pouch - Chicken Tuna Adult,Makanan,10,55000,550000,Transfer
TX-20240503-001,2024-05-03,Life Cat Pouch - Kitten Tuna,Makanan,10,250000,2500000,QRIS
TX-20240306-002,2024-03-06,Life Cat Pouch - Chicken Adult,Makanan,8,12000,96000,Transfer
TX-20240324-006,2024-03-24,Life Cat Can - Kitten Tuna,Makanan,3,250000,750000,Transfer
TX-20240422-001,2024-04-22,Life Cat Tofu - Mango,Makanan,1,4500,4500,Transfer
TX-20241129-002,2024-11-29,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,8,250000,2000000,Tunai
TX-20241005-002,2024-10-05,Life Cat Pouch - Chicken Tuna Adult,Makanan,7,55000,385000,Transfer
TX-20241108-002,2024-11-08,Life Cat Tofu - Macha,Makanan,4,12000,48000,QRIS
TX-20240511-002,2024-05-11,Trixie Cat Laser Pointer,Mainan,9,12000,108000,Tunai
TX-20240408-002,2024-04-08,EzyDog Chest Plate Harness for Dogs,Aksesoris,3,50000,150000,Transfer
TX-20240923-003,2024-09-23,Life Cat Pouch - Kitten Chicken,Makanan,6,130000,780000,Tunai
TX-20240608-004,2024-06-08,Life Cat Can - Chicken,Makanan,2,12000,24000,QRIS
TX-20240522-002,2024-05-22,Drontal Cat Dewormer,Obat Hewan,1,250000,250000,Transfer
TX-20241124-003,2024-11-24,Life Cat Pouch - Kitten Tuna,Makanan,8,130000,1040000,Transfer
TX-20241122-001,2024-11-22,Life Cat Pouch - Chicken Adult,Makanan,1,4500,4500,QRIS
TX-20241011-001,2024-10-11,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,7,12000,84000,Tunai
TX-20240818-001,2024-08-18,Kong Classic Dog Chew Toy,Mainan,6,55000,330000,Transfer
TX-20241115-003,2024-11-15,Life Cat Pouch Dus,Makanan,4,50000,200000,Tunai
TX-20240525-002,2024-05-25,Life Cat Pouch Dus,Makanan,7,12000,84000,QRIS
TX-20240804-002,2024-08-04,Life Cat Pouch - Chicken Adult,Makanan,10,12000,120000,QRIS
TX-20240425-003,2024-04-25,Life Cat Pouch - Salmon Adult,Makanan,4,130000,520000,Tunai
TX-20240825-005,2024-08-25,Life Cat Tofu - Macha,Makanan,1,130000,130000,QRIS
TX-20240202-003,2024-02-02,Life Cat Pouch Dus,Makanan,4,130000,520000,Tunai
TX-20240428-003,2024-04-28,Life Cat Tofu - Macha,Makanan,7,4500,31500,Transfer
TX-20240110-002,2024-01-10,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,4500,31500,QRIS
TX-20240305-003,2024-03-05,Life Cat Pouch Dus,Makanan,2,250000,500000,Transfer
TX-20240401-001,2024-04-01,Kong Classic Dog Chew Toy,Mainan,8,130000,1040000,Tunai
TX-20241201-001,2024-12-01,Life Cat Pouch - Kitten Salmon,Makanan,7,130000,910000,QRIS
TX-20241019-001,2024-10-19,Life Cat Pouch - Salmon Adult,Makanan,2,50000,100000,Transfer
TX-20241106-003,2024-11-06,Life Cat Tofu - Macha,Makanan,5,55000,275000,Transfer
TX-20240717-001,2024-07-17,Trixie Cat Laser Pointer,Mainan,8,130000,1040000,Tunai
TX-20240124-004,2024-01-24,Life Cat Pouch - Chicken Adult,Makanan,9,130000,1170000,Transfer
TX-20240404-001,2024-04-04,Life Cat Pouch - Chicken Tuna Adult,Makanan,9,55000,495000,QRIS
TX-20240705-001,2024-07-05,Life Cat Pouch Dus,Makanan,6,55000,330000,Transfer
TX-20240801-003,2024-08-01,Life Cat Pouch - Kitten Chicken,Makanan,8,4500,36000,QRIS
TX-20241102-001,2024-11-02,Life Cat Pouch - Kitten Tuna,Makanan,3,50000,150000,Transfer
TX-20240518-002,2024-05-18,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,250000,500000,QRIS
TX-20240808-002,2024-08-08,Trixie Cat Scratching Post,Mainan,5,250000,1250000,Tunai
TX-20240318-003,2024-03-18,Life Cat Can - Chicken,Makanan,1,250000,250000,Transfer
TX-20240620-003,2024-06-20,Life Cat Pouch Dus,Makanan,1,55000,55000,Tunai
TX-20241102-002,2024-11-02,Trixie Cat Tunnel,Mainan,9,4500,40500,Transfer
TX-20241125-002,2024-11-25,Life Cat Pouch Dus,Makanan,5,130000,650000,Tunai
TX-20240909-002,2024-09-09,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,4500,9000,Transfer
TX-20240730-001,2024-07-30,Life Cat Pouch - Kitten Salmon,Makanan,5,250000,1250000,Transfer
TX-20240809-004,2024-08-09,Life Cat Pouch - Chicken Tuna Adult,Makanan,8,250000,2000000,Transfer
TX-20240404-002,2024-04-04,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,130000,1300000,Transfer
TX-20240611-004,2024-06-11,Life Cat Tofu - Macha,Makanan,5,12000,60000,Tunai
TX-20240707-002,2024-07-07,Life Cat Pouch - Salmon Adult,Makanan,3,4500,13500,Tunai
TX-20240520-002,2024-05-20,Life Cat Can - Kitten Tuna,Makanan,4,50000,200000,Transfer
TX-20240611-005,2024-06-11,Life Cat Can - Chicken,Makanan,7,55000,385000,QRIS
TX-20240501-001,2024-05-01,Trixie Cat Laser Pointer,Mainan,3,250000,750000,QRIS
TX-20241010-001,2024-10-10,Life Cat Pouch - Chicken Tuna Adult,Makanan,7,250000,1750000,Tunai
TX-20240604-002,2024-06-04,Life Cat Pouch - Kitten Salmon,Makanan,3,250000,750000,QRIS
TX-20240702-001,2024-07-02,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,50000,500000,Transfer
TX-20241103-003,2024-11-03,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,250000,500000,QRIS
TX-20240620-004,2024-06-20,Kong Classic Dog Chew Toy,Mainan,1,12000,12000,QRIS
TX-20240406-001,2024-04-06,Life Cat Pouch Dus,Makanan,4,4500,18000,Transfer
TX-20240802-002,2024-08-02,Life Cat Pouch - Kitten Chicken,Makanan,6,12000,72000,Tunai
TX-20240512-002,2024-05-12,Trixie Cat Tunnel,Mainan,8,250000,2000000,Tunai
TX-20240708-003,2024-07-08,Life Cat Can - Chicken,Makanan,4,12000,48000,Transfer
TX-20240629-001,2024-06-29,Life Cat Pouch - Kitten Chicken,Makanan,10,130000,1300000,Transfer
TX-20240810-002,2024-08-10,Life Cat Pouch - Chicken Adult,Makanan,9,55000,495000,Transfer
TX-20240610-005,2024-06-10,Life Cat Tofu - Macha,Makanan,5,130000,650000,Tunai
TX-20240801-004,2024-08-01,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,130000,780000,Tunai
TX-20240117-001,2024-01-17,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,9,130000,1170000,QRIS
TX-20240417-001,2024-04-17,Trixie Cat Tunnel,Mainan,7,250000,1750000,QRIS
TX-20240130-003,2024-01-30,Life Cat Pouch - Salmon Adult,Makanan,1,250000,250000,Transfer
TX-20240713-002,2024-07-13,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,4500,9000,Tunai
TX-20240620-005,2024-06-20,Frontline Plus Flea & Tick Treatment,Obat Hewan,4,250000,1000000,Transfer
TX-20240406-002,2024-04-06,Drontal Cat Dewormer,Obat Hewan,4,50000,200000,QRIS
TX-20240827-002,2024-08-27,Life Cat Tofu - Mango,Makanan,1,55000,55000,Tunai
TX-20240520-003,2024-05-20,Life Cat Pouch - Kitten Chicken,Makanan,5,50000,250000,QRIS
TX-20240101-001,2024-01-01,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,50000,150000,Tunai
TX-20240529-003,2024-05-29,Life Cat Tofu - Mango,Makanan,7,250000,1750000,Tunai
TX-20240720-001,2024-07-20,Trixie Cat Scratching Post,Mainan,2,50000,100000,QRIS
TX-20240227-003,2024-02-27,Kong Puppy Teething Stick,Mainan,10,250000,2500000,QRIS
TX-20241005-003,2024-10-05,Life Cat Pouch - Chicken Adult,Makanan,5,50000,250000,QRIS
TX-20240406-003,2024-04-06,Life Cat Tofu - Macha,Makanan,8,55000,440000,Transfer
TX-20240213-005,2024-02-13,Life Cat Can - Chicken,Makanan,9,250000,2250000,Transfer
TX-20240428-004,2024-04-28,Rogz Utility Dog Leash - Medium,Aksesoris,10,55000,550000,QRIS
TX-20240114-002,2024-01-14,Life Cat Tofu - Macha,Makanan,8,130000,1040000,Tunai
TX-20240309-001,2024-03-09,Life Cat Can - Kitten Salmon,Makanan,5,130000,650000,Tunai
TX-20240409-002,2024-04-09,Life Cat Pouch - Chicken Adult,Makanan,1,50000,50000,QRIS
TX-20240423-001,2024-04-23,Seresto Flea and Tick Collar for Dogs,Obat Hewan,4,4500,18000,Transfer
TX-20240626-003,2024-06-26,Life Cat Can - Chicken,Makanan,9,4500,40500,QRIS
TX-20240524-004,2024-05-24,Life Cat Can - Kitten Tuna,Makanan,5,130000,650000,QRIS
TX-20240518-003,2024-05-18,Trixie Cat Laser Pointer,Mainan,7,50000,350000,Tunai
TX-20241015-001,2024-10-15,Trixie Cat Laser Pointer,Mainan,6,4500,27000,QRIS
TX-20240806-002,2024-08-06,Life Cat Can - Kitten Salmon,Makanan,9,12000,108000,QRIS
TX-20241118-005,2024-11-18,Life Cat Pouch - Salmon Adult,Makanan,6,12000,72000,Transfer
TX-20241020-002,2024-10-20,Rogz Utility Dog Leash - Medium,Aksesoris,10,4500,45000,QRIS
TX-20240125-002,2024-01-25,Life Cat Pouch - Chicken Tuna Adult,Makanan,4,50000,200000,QRIS
TX-20240123-001,2024-01-23,Kong Classic Dog Chew Toy,Mainan,8,130000,1040000,Transfer
TX-20240802-003,2024-08-02,Life Cat Pouch - Chicken Adult,Makanan,2,130000,260000,Transfer
TX-20241123-002,2024-11-23,Life Cat Pouch - Chicken Tuna Adult,Makanan,6,4500,27000,Tunai
TX-20241120-001,2024-11-20,Life Cat Pouch - Salmon Adult,Makanan,3,55000,165000,Tunai
TX-20240912-005,2024-09-12,Trixie Cat Tunnel,Mainan,9,130000,1170000,Tunai
TX-20241002-003,2024-10-02,Trixie Cat Tunnel,Mainan,3,55000,165000,QRIS
TX-20240604-003,2024-06-04,Kong Puppy Teething Stick,Mainan,10,55000,550000,Tunai
TX-20240127-002,2024-01-27,EzyDog Chest Plate Harness for Dogs,Aksesoris,3,50000,150000,Tunai
TX-20241031-002,2024-10-31,Life Cat Pouch - Chicken Adult,Makanan,7,50000,350000,QRIS
TX-20240130-004,2024-01-30,Life Cat Pouch - Kitten Salmon,Makanan,4,130000,520000,Tunai
TX-20241102-003,2024-11-02,Life Cat Can - Kitten Tuna,Makanan,8,250000,2000000,QRIS
TX-20241114-002,2024-11-14,Life Cat Pouch - Kitten Tuna,Makanan,8,4500,36000,QRIS
TX-20240126-001,2024-01-26,Life Cat Can - Chicken,Makanan,8,55000,440000,Transfer
TX-20240403-002,2024-04-03,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,4500,4500,Transfer
TX-20241021-001,2024-10-21,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,10,12000,120000,Tunai
TX-20240303-002,2024-03-03,Life Cat Tofu - Mango,Makanan,2,130000,260000,Tunai
TX-20240926-003,2024-09-26,Life Cat Tofu - Macha,Makanan,8,130000,1040000,QRIS
TX-20240714-001,2024-07-14,Seresto Flea and Tick Collar for Dogs,Obat Hewan,5,130000,650000,Tunai
TX-20240511-003,2024-05-11,Kong Classic Dog Chew Toy,Mainan,10,4500,45000,Tunai
TX-20240408-003,2024-04-08,Life Cat Pouch - Kitten Salmon,Makanan,10,12000,120000,Transfer
TX-20241114-003,2024-11-14,Trixie Cat Scratching Post,Mainan,2,130000,260000,Transfer
TX-20240225-002,2024-02-25,Life Cat Pouch - Kitten Salmon,Makanan,2,55000,110000,QRIS
TX-20240308-002,2024-03-08,Life Cat Pouch Dus,Makanan,2,250000,500000,Tunai
TX-20240325-003,2024-03-25,Life Cat Pouch - Kitten Salmon,Makanan,7,12000,84000,Transfer
TX-20240920-002,2024-09-20,Kong Puppy Teething Stick,Mainan,1,55000,55000,Transfer
TX-20240211-002,2024-02-11,Life Cat Pouch Dus,Makanan,10,4500,45000,Transfer
TX-20240403-003,2024-04-03,Trixie Cat Scratching Post,Mainan,2,250000,500000,Transfer
TX-20240620-006,2024-06-20,Life Cat Can - Kitten Tuna,Makanan,8,55000,440000,Tunai
TX-20240226-002,2024-02-26,Rogz Utility Dog Leash - Medium,Aksesoris,9,50000,450000,QRIS
TX-20240113-002,2024-01-13,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,12000,12000,Tunai
TX-20240301-002,2024-03-01,Life Cat Pouch - Kitten Chicken,Makanan,2,250000,500000,Tunai
TX-20240220-002,2024-02-20,Drontal Cat Dewormer,Obat Hewan,7,50000,350000,Transfer
TX-20240702-002,2024-07-02,Life Cat Pouch - Kitten Chicken,Makanan,8,50000,400000,Tunai
TX-20240611-006,2024-06-11,Trixie Cat Tunnel,Mainan,4,55000,220000,Tunai
TX-20240301-003,2024-03-01,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,4500,9000,Transfer
TX-20240425-004,2024-04-25,Nutri-Vet Multivitamin Chewable,Obat Hewan,3,55000,165000,Tunai
