id_transaksi,tanggal_transaksi,jumlah_terjual,produk1,kategori1,harga1,produk2,kategori2,harga2,produk3,kategori3,harga3,produk4,kategori4,harga4,total_harga,metode_pembayaran
dza4AQNp,2024-02-21,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,117310,qris
18zX7Jbq,2024-09-11,2,Life Cat Can - Tuna,Makanan Kucing,11000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,40453,Cash
ViZKIZUz,2024-09-18,4,Makanan Anjing Purina,Makanan Anjing,50000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,137857,qris
MbzZsCrZ,2024-05-25,3,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,55894,Cash
2thIWtxC,2024-04-27,4,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,39435,Debit Card
TPVKz2Hv,2024-03-09,2,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,,,,,,,60333,qris
e04lPzdo,2024-09-21,3,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,93000,qris
140ZQT42,2024-03-17,4,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,,,,20935,Debit Card
8RQDv3Rp,2024-01-13,3,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,105833,qris
kLrPoSsT,2024-02-09,3,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Mango,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,75333,Cash
EkuxZr4u,2024-11-22,2,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,47000,Cash
eV6k6AoO,2024-03-09,3,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,16524,Cash
abxZqRAo,2024-10-16,1,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,125333,Cash
oCEsOdeZ,2024-07-12,2,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,30435,Cash
yWnzpUvq,2024-03-01,3,Mainan Kucing ScratchPad,Mainan Kucing,25000,Makanan Anjing Purina,Makanan Anjing,50000,Mainan Anjing Kong,Mainan Anjing,20000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,99435,Debit Card
OcwuHxur,2024-02-26,2,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,,,,20870,Debit Card
C84bUExo,2024-12-08,5,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch Dus,Makanan Kucing,108000.0,,,,174833,Debit Card
9dtsgeKI,2024-05-31,4,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,60268,qris
sInNd8ZF,2024-12-03,1,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Hiasan Aquarium,Aksesoris Ikan,15000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,73888,Debit Card
Sgmq6jjC,2024-02-08,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,65000,Cash
YqAdchBO,2024-02-12,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,76721,qris
rFqIRRXX,2024-04-26,5,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Hiasan Aquarium,Aksesoris Ikan,15000.0,120333,Cash
ntYpdMwg,2024-11-18,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,49435,Cash
QT0pO8O2,2024-12-03,4,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,114703,qris
hpVptqHx,2024-08-19,2,Makanan Kucing Whiskas,Makanan Kucing,45000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,120268,qris
4VCuQ7Cb,2024-02-21,1,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,228000,Cash
LlmV93Vt,2024-04-03,4,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,44953,qris
ntkzRHEh,2024-09-08,4,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,44888,Cash
wA5Lcs7e,2024-09-03,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,64703,Debit Card
fVVcRYGM,2024-09-03,3,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Tofu - Macha,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,75268,Cash
5cEtFYiD,2024-09-29,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Makanan Ikan Gupi,Makanan Ikan,35000.0,167435,qris
yC7fnTo1,2024-07-14,3,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Makanan Anjing Purina,Makanan Anjing,50000.0,155268,qris
Ao5mJthj,2024-12-03,1,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,60333,Debit Card
KyqnCa5m,2024-10-03,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Macha,Makanan Kucing,55833,,,,,,,60333,qris
g4xQJpEB,2024-06-18,3,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,123000,Debit Card
GljGqOTk,2024-09-01,4,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,107333,Debit Card
r50Q0VuJ,2024-03-22,1,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,130833,qris
MG3DjNGY,2024-09-27,2,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,65870,Cash
UByQBEuG,2024-04-09,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,132435,Debit Card
NOUha3ys,2024-04-06,3,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,,,,,,,16453,Debit Card
H3Y9ITVW,2024-07-23,5,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,16435,qris
XRx5IspP,2024-09-09,2,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,16453,qris
ggyV5SIV,2024-04-02,2,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,49453,qris
gl3aZFDM,2024-01-05,2,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,120833,Cash
rhf4ozsl,2024-04-29,4,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,131101,Cash
Lsh0ESV5,2024-10-26,3,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,80000,Cash
AmBWhqh6,2024-09-23,4,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,80333,qris
svtkgpg2,2024-05-03,3,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,83268,Cash
1FGeCRa3,2024-01-10,1,Life Cat Tofu - Mango,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,90833,qris
Tg6MdCEW,2024-06-22,4,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,174477,Cash
I0bz9Ox3,2024-12-05,4,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,47435,Debit Card
rFKOliBa,2024-10-18,5,Makanan Anjing Purina,Makanan Anjing,50000,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,103953,Cash
kJ3wIZBG,2024-12-26,2,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Mainan Anjing Kong,Mainan Anjing,20000.0,Hiasan Aquarium,Aksesoris Ikan,15000.0,72024,Cash
iwp9vo3r,2024-11-26,4,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Tuna,Makanan Kucing,11000,,,,,,,15500,Cash
K8Fmzx1r,2024-05-30,5,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Hiasan Aquarium,Aksesoris Ikan,15000,,,,,,,27000,qris
ZIxLb7Kx,2024-08-23,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,155268,Debit Card
uopopx3g,2024-11-09,1,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,40000,Debit Card
oEieN1Dp,2024-04-17,4,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,72000,Debit Card
VTYQsvAu,2024-11-09,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Ikan Gupi,Makanan Ikan,35000.0,Mainan Anjing Kong,Mainan Anjing,20000.0,63935,qris
8FV7fE0M,2024-07-16,3,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,54435,qris
482zt0HW,2024-08-13,4,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,54435,Cash
UKDDv1sT,2024-12-09,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000.0,,,,53870,Cash
8eh7waLB,2024-10-24,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,70000,Debit Card
ufEaPosB,2024-12-19,2,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Tuna,Makanan Kucing,11000,,,,,,,26000,Cash
bfsqv7b0,2024-05-28,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,41524,Debit Card
YqvuPuV0,2024-05-28,2,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,63388,qris
VSyhAGEV,2024-06-29,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,39500,qris
z0cwtkku,2024-08-14,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,53459,Cash
Mf8bZaT6,2024-08-10,5,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Kucing Whiskas,Makanan Kucing,45000,,,,,,,60000,qris
fVdBIvQk,2024-01-25,3,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,60286,Cash
Epf6hIY1,2024-10-02,5,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000.0,,,,168268,qris
b98N88Di,2024-07-06,2,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,112453,Cash
i1tvi3xX,2024-05-26,5,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,70870,Debit Card
bb6uYR56,2024-05-21,1,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,39935,qris
ggIfWl2E,2024-06-01,3,Life Cat Can - Tuna,Makanan Kucing,11000,Makanan Ikan Gupi,Makanan Ikan,35000,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,66000,qris
2SndnrfZ,2024-01-08,5,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,112435,Cash
h3JwOsv2,2024-10-05,1,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,61477,Cash
Y2BbgV1h,2024-02-22,5,Makanan Kucing Whiskas,Makanan Kucing,45000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,74453,Cash
C2dSaCq8,2024-08-09,4,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,,,,82833,Cash
8i9VwvIv,2024-07-15,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Makanan Anjing Purina,Makanan Anjing,50000.0,114721,Cash
1hRLGSKJ,2024-05-21,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,Mainan Anjing Kong,Mainan Anjing,20000.0,61524,qris
oE6Cv3tg,2024-07-18,5,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,116833,Debit Card
FK7yEPWq,2024-10-20,2,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Mainan Anjing Kong,Mainan Anjing,20000.0,152024,Cash
O2Gd8GvQ,2024-10-25,4,Mainan Kucing ScratchPad,Mainan Kucing,25000,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,99024,Cash
lZcI3F2r,2024-01-26,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,53459,Cash
f6T64c8c,2024-10-01,5,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,16435,qris
s4Krs01L,2024-08-09,2,Makanan Anjing Purina,Makanan Anjing,50000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,75000,Cash
RzRZhMhN,2024-02-19,2,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,31453,Debit Card
adjyhrEQ,2024-07-22,4,Makanan Ikan Gupi,Makanan Ikan,35000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,59435,qris
Qkdypjy1,2024-09-22,4,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,,,,,,,15500,Cash
j1XByPL0,2024-10-25,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,75703,Debit Card
QIiQwuSe,2024-09-13,2,Makanan Ikan Gupi,Makanan Ikan,35000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,59500,Debit Card
JgxlzSWH,2024-03-09,1,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,19435,Cash
SO3aDpwm,2024-11-04,4,Life Cat Pouch Dus,Makanan Kucing,108000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,133000,Cash
jRECoWSg,2024-10-24,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,64768,Cash
TkXJJ0M1,2024-05-13,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,76792,qris
ZjTNmiYG,2024-01-09,1,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,148435,qris
Idi10zxD,2024-03-17,1,Mainan Kucing ScratchPad,Mainan Kucing,25000,Hiasan Aquarium,Aksesoris Ikan,15000,,,,,,,40000,Cash
dNbDqptq,2024-05-09,2,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,74435,Cash
mx9z26VB,2024-08-05,1,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,8870,qris
7XFUX7xw,2024-03-12,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,16435,qris
gFPXXI1I,2024-08-24,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,8888,qris
kZgZI8XY,2024-04-09,5,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,48000,Debit Card
DNxMdjC0,2024-08-12,3,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000.0,,,,110268,qris
eegwIYuG,2024-01-01,1,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,75333,Debit Card
jR6wiZkQ,2024-11-11,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,33870,qris
jmAMeg1j,2024-04-05,5,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,132000,Cash
gpsxPBn6,2024-07-21,5,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,72333,Debit Card
y19Ys6gm,2024-04-15,3,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch Dus,Makanan Kucing,108000.0,,,,213833,qris
5cFI2aGq,2024-05-30,2,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,203268,Debit Card
ASjMr4uq,2024-09-24,5,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,72000,qris
Q0fTgxPz,2024-02-18,1,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Kucing Whiskas,Makanan Kucing,45000.0,,,,115833,Debit Card
44nFdTnD,2024-03-20,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,93000,Debit Card
Dwb0I8Cm,2024-03-24,5,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,119000,Debit Card
SF4z3fvz,2024-04-19,3,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,,,,,,,32000,qris
QHQpxaSM,2024-09-08,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,24435,Debit Card
JhlFarA1,2024-03-28,3,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000.0,Makanan Ikan Gupi,Makanan Ikan,35000.0,101435,Cash
ScmQZdy2,2024-09-27,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,80833,qris
I6RgmPZr,2024-05-04,1,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,78857,qris
Od9elQA5,2024-03-02,3,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,35888,qris
HSzRuhXq,2024-07-29,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,,,,,,,49435,Debit Card
J4jI0dN2,2024-05-28,5,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,67833,Cash
