ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran
TX-20241026-003,2024-10-26,"Life Cat Tofu - Mango, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","7, 3","13000, 13000","91000, 39000",Transfer
TX-20241006-001,2024-10-06,EzyDog Chest Plate Harness for Dogs,Aksesoris,5,20000,100000,Tunai
TX-20240422-001,2024-04-22,Life Cat Can - Chicken,Makanan,5,13000,65000,Transfer
TX-20241010-002,2024-10-10,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Chicken Adult","Obat Hewan, Makanan","10, 2","20000, 13000","200000, 26000",Tunai
TX-20240323-002,2024-03-23,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,9,25000,225000,Tunai
TX-20241206-003,2024-12-06,Life Cat Pouch - Kitten Chicken,Makanan,8,30000,240000,QRIS
TX-20241009-002,2024-10-09,"Nutri-Vet Multivitamin Chewable, Life Cat Can - Chicken, EzyDog Chest Plate Harness for Dogs","Obat Hewan, Makanan, Aksesoris","4, 8, 2","30000, 25000, 4500","120000, 200000, 9000",Transfer
TX-20240101-001,2024-01-01,Life Cat Pouch - Chicken Adult,Makanan,6,13000,78000,Tunai
TX-20240323-003,2024-03-23,Life Cat Pouch - Chicken Adult,Makanan,1,25000,25000,QRIS
TX-20240324-003,2024-03-24,"Life Cat Tofu - Mango, Kong Classic Dog Chew Toy","Makanan, Mainan","6, 3","13000, 4500","78000, 13500",Transfer
TX-20240710-002,2024-07-10,"Life Cat Pouch Dus, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","3, 2","25000, 13000","75000, 26000",Transfer
TX-20240624-003,2024-06-24,"Life Cat Pouch - Kitten Chicken, Life Cat Pouch - Kitten Tuna, Life Cat Can - Kitten Salmon","Makanan, Makanan, Makanan","2, 1, 8","12000, 20000, 12000","24000, 20000, 96000",QRIS
TX-20240118-001,2024-01-18,Life Cat Pouch - Salmon Adult,Makanan,5,20000,100000,QRIS
TX-20241206-004,2024-12-06,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,3,4500,13500,Tunai
TX-20240606-001,2024-06-06,"Seresto Flea and Tick Collar for Dogs, Kong Classic Dog Chew Toy, Trixie Cat Scratching Post","Obat Hewan, Mainan, Mainan","1, 1, 1","13000, 20000, 12000","13000, 20000, 12000",Transfer
TX-20240314-001,2024-03-14,"Life Cat Pouch - Salmon Adult, Life Cat Tofu - Mango, Life Cat Pouch - Kitten Chicken","Makanan, Makanan, Makanan","9, 8, 6","4500, 4500, 12000","40500, 36000, 72000",Transfer
TX-20240421-002,2024-04-21,"Kong Classic Dog Chew Toy, Life Cat Pouch - Kitten Salmon","Mainan, Makanan","7, 10","30000, 30000","210000, 300000",Tunai
TX-20240113-002,2024-01-13,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Chicken Tuna Adult","Obat Hewan, Makanan","7, 4","20000, 20000","140000, 80000",Transfer
TX-20240926-002,2024-09-26,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Kitten Salmon","Aksesoris, Makanan","2, 2","12000, 25000","24000, 50000",Transfer
TX-20240305-002,2024-03-05,Life Cat Pouch Dus,Makanan,5,25000,125000,QRIS
TX-20241030-002,2024-10-30,"Kong Classic Dog Chew Toy, Life Cat Can - Tuna, Life Cat Pouch Dus","Mainan, Makanan, Makanan","9, 1, 10","13000, 13000, 13000","117000, 13000, 130000",Tunai
TX-20240407-002,2024-04-07,"Life Cat Pouch - Chicken Tuna Adult, Kong Classic Dog Chew Toy","Makanan, Mainan","10, 8","30000, 12000","300000, 96000",Transfer
TX-20240526-002,2024-05-26,Life Cat Can - Chicken,Makanan,1,12000,12000,Tunai
TX-20240130-002,2024-01-30,"Seresto Flea and Tick Collar for Dogs, EzyDog Chest Plate Harness for Dogs","Obat Hewan, Aksesoris","9, 8","20000, 30000","180000, 240000",QRIS
TX-20241124-001,2024-11-24,"Nutri-Vet Multivitamin Chewable, Life Cat Tofu - Macha","Obat Hewan, Makanan","10, 6","25000, 25000","250000, 150000",QRIS
TX-20240211-001,2024-02-11,"Life Cat Can - Tuna, Life Cat Pouch - Salmon Adult","Makanan, Makanan","1, 5","12000, 20000","12000, 100000",Tunai
TX-20240723-001,2024-07-23,Life Cat Tofu - Mango,Makanan,6,4500,27000,Tunai
TX-20240310-002,2024-03-10,Kong Classic Dog Chew Toy,Mainan,6,30000,180000,Tunai
TX-20241129-001,2024-11-29,"EzyDog Chest Plate Harness for Dogs, Life Cat Can - Chicken","Aksesoris, Makanan","2, 2","4500, 12000","9000, 24000",Tunai
TX-20240509-001,2024-05-09,"Trixie Cat Laser Pointer, Life Cat Pouch - Kitten Tuna","Mainan, Makanan","5, 7","30000, 4500","150000, 31500",QRIS
TX-20240805-001,2024-08-05,"Life Cat Pouch Dus, Life Cat Pouch - Salmon Adult, Kong Classic Dog Chew Toy","Makanan, Makanan, Mainan","9, 6, 7","13000, 20000, 13000","117000, 120000, 91000",Transfer
TX-20240829-001,2024-08-29,"Nutri-Vet Multivitamin Chewable, Kong Classic Dog Chew Toy","Obat Hewan, Mainan","6, 4","25000, 25000","150000, 100000",Tunai
TX-20241103-001,2024-11-03,Trixie Cat Scratching Post,Mainan,4,20000,80000,QRIS
TX-20240519-001,2024-05-19,Life Cat Tofu - Macha,Makanan,5,30000,150000,Transfer
TX-20241208-002,2024-12-08,Trixie Cat Scratching Post,Mainan,8,20000,160000,Tunai
TX-20241106-001,2024-11-06,"EzyDog Chest Plate Harness for Dogs, Trixie Cat Tunnel","Aksesoris, Mainan","5, 2","13000, 13000","65000, 26000",Transfer
TX-20240103-003,2024-01-03,"Trixie Cat Tunnel, Nutri-Vet Multivitamin Chewable, Beaphar Ear Cleaner for Dogs & Cats","Mainan, Obat Hewan, Obat Hewan","5, 9, 4","12000, 30000, 25000","60000, 270000, 100000",Transfer
TX-20241113-001,2024-11-13,"Nutri-Vet Multivitamin Chewable, Trixie Cat Laser Pointer, Life Cat Pouch - Salmon Adult","Obat Hewan, Mainan, Makanan","4, 1, 1","4500, 4500, 12000","18000, 4500, 12000",Tunai
TX-20240520-002,2024-05-20,Life Cat Pouch - Chicken Adult,Makanan,3,12000,36000,Tunai
TX-20240901-002,2024-09-01,"Trixie Cat Scratching Post, Kong Classic Dog Chew Toy","Mainan, Mainan","8, 2","13000, 4500","104000, 9000",Transfer
TX-20241024-001,2024-10-24,Life Cat Tofu - Macha,Makanan,5,30000,150000,QRIS
TX-20240317-002,2024-03-17,"Life Cat Tofu - Macha, Life Cat Tofu - Mango, Life Cat Pouch - Kitten Tuna","Makanan, Makanan, Makanan","1, 4, 3","13000, 30000, 30000","13000, 120000, 90000",Tunai
TX-20240602-001,2024-06-02,"Life Cat Pouch - Kitten Chicken, Frontline Plus Flea & Tick Treatment","Makanan, Obat Hewan","9, 10","25000, 13000","225000, 130000",QRIS
TX-20240214-002,2024-02-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,3,25000,75000,Tunai
TX-20240317-003,2024-03-17,"Life Cat Pouch Dus, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","2, 6","4500, 25000","9000, 150000",Tunai
TX-20240506-002,2024-05-06,"Life Cat Pouch - Chicken Adult, Trixie Cat Laser Pointer","Makanan, Mainan","1, 1","25000, 25000","25000, 25000",Transfer
TX-20240424-001,2024-04-24,Trixie Cat Scratching Post,Mainan,2,4500,9000,Tunai
TX-20240826-002,2024-08-26,"Rogz Utility Dog Leash - Medium, Beaphar Ear Cleaner for Dogs & Cats","Aksesoris, Obat Hewan","10, 3","4500, 25000","45000, 75000",Transfer
TX-20240806-001,2024-08-06,"Life Cat Can - Chicken, Trixie Cat Tunnel","Makanan, Mainan","8, 7","25000, 30000","200000, 210000",Transfer
TX-20240309-003,2024-03-09,"Life Cat Can - Tuna, Beaphar Ear Cleaner for Dogs & Cats, Seresto Flea and Tick Collar for Dogs","Makanan, Obat Hewan, Obat Hewan","9, 7, 7","4500, 12000, 25000","40500, 84000, 175000",QRIS
TX-20240128-001,2024-01-28,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,20000,60000,QRIS
TX-20241013-003,2024-10-13,"Trixie Cat Tunnel, Rogz Utility Dog Leash - Medium","Mainan, Aksesoris","10, 7","20000, 13000","200000, 91000",Transfer
TX-20241024-002,2024-10-24,Drontal Cat Dewormer,Obat Hewan,2,12000,24000,QRIS
TX-20240702-001,2024-07-02,"Trixie Cat Tunnel, Kong Puppy Teething Stick","Mainan, Mainan","10, 1","13000, 4500","130000, 4500",Transfer
TX-20240313-002,2024-03-13,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Salmon Adult, Life Cat Can - Tuna","Obat Hewan, Makanan, Makanan","3, 9, 2","12000, 25000, 30000","36000, 225000, 60000",Tunai
TX-20240129-003,2024-01-29,"EzyDog Chest Plate Harness for Dogs, Seresto Flea and Tick Collar for Dogs","Aksesoris, Obat Hewan","4, 8","30000, 20000","120000, 160000",Transfer
TX-20240628-003,2024-06-28,"Trixie Cat Tunnel, Life Cat Pouch - Salmon Adult, Seresto Flea and Tick Collar for Dogs","Mainan, Makanan, Obat Hewan","6, 1, 3","30000, 12000, 13000","180000, 12000, 39000",Transfer
TX-20240314-002,2024-03-14,"Kong Puppy Teething Stick, Rogz Utility Dog Leash - Medium, Nutri-Vet Multivitamin Chewable","Mainan, Aksesoris, Obat Hewan","3, 10, 1","13000, 20000, 25000","39000, 200000, 25000",Transfer
TX-20240903-001,2024-09-03,Life Cat Can - Kitten Tuna,Makanan,8,20000,160000,Transfer
TX-20240613-001,2024-06-13,"Life Cat Pouch - Salmon Adult, Kong Classic Dog Chew Toy, Life Cat Tofu - Mango","Makanan, Mainan, Makanan","8, 9, 3","30000, 30000, 30000","240000, 270000, 90000",QRIS
TX-20240110-002,2024-01-10,Kong Puppy Teething Stick,Mainan,3,25000,75000,QRIS
TX-20241107-004,2024-11-07,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Can - Chicken","Makanan, Makanan","6, 3","25000, 4500","150000, 13500",QRIS
TX-20240331-004,2024-03-31,Life Cat Pouch Dus,Makanan,10,12000,120000,QRIS
TX-20241013-004,2024-10-13,"Life Cat Can - Chicken, Life Cat Pouch - Salmon Adult, EzyDog Chest Plate Harness for Dogs","Makanan, Makanan, Aksesoris","7, 5, 1","4500, 4500, 4500","31500, 22500, 4500",Tunai
TX-20240826-003,2024-08-26,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch Dus","Makanan, Makanan, Makanan","3, 10, 5","20000, 13000, 30000","60000, 130000, 150000",Transfer
TX-20240214-003,2024-02-14,"Seresto Flea and Tick Collar for Dogs, Trixie Cat Scratching Post, Life Cat Can - Chicken","Obat Hewan, Mainan, Makanan","9, 7, 6","20000, 20000, 20000","180000, 140000, 120000",Tunai
TX-20240225-001,2024-02-25,Life Cat Tofu - Macha,Makanan,8,12000,96000,QRIS
TX-20241005-001,2024-10-05,Life Cat Can - Kitten Salmon,Makanan,7,13000,91000,QRIS
TX-20240711-003,2024-07-11,"Life Cat Pouch - Kitten Salmon, Life Cat Tofu - Macha, Life Cat Pouch - Kitten Tuna","Makanan, Makanan, Makanan","4, 9, 1","25000, 13000, 25000","100000, 117000, 25000",Tunai
TX-20240129-004,2024-01-29,"Kong Classic Dog Chew Toy, Life Cat Tofu - Macha, Life Cat Pouch - Chicken Adult","Mainan, Makanan, Makanan","10, 8, 6","13000, 12000, 12000","130000, 96000, 72000",Transfer
TX-20240810-001,2024-08-10,"Rogz Utility Dog Leash - Medium, Life Cat Can - Kitten Salmon","Aksesoris, Makanan","4, 4","25000, 4500","100000, 18000",Transfer
TX-20240525-001,2024-05-25,"EzyDog Chest Plate Harness for Dogs, Life Cat Can - Tuna","Aksesoris, Makanan","7, 10","20000, 12000","140000, 120000",Tunai
TX-20241008-004,2024-10-08,"Life Cat Pouch - Kitten Salmon, Life Cat Pouch - Kitten Tuna, Life Cat Can - Kitten Salmon","Makanan, Makanan, Makanan","7, 3, 4","20000, 12000, 25000","140000, 36000, 100000",Tunai
TX-20240610-002,2024-06-10,Life Cat Pouch - Kitten Chicken,Makanan,3,25000,75000,QRIS
TX-20240812-003,2024-08-12,"Life Cat Pouch - Kitten Tuna, Life Cat Pouch - Kitten Chicken","Makanan, Makanan","7, 9","20000, 13000","140000, 117000",QRIS
TX-20240427-002,2024-04-27,Life Cat Pouch - Kitten Tuna,Makanan,8,25000,200000,QRIS
TX-20240609-001,2024-06-09,"Life Cat Pouch - Kitten Chicken, Life Cat Pouch - Chicken Tuna Adult","Makanan, Makanan","7, 6","4500, 4500","31500, 27000",Tunai
TX-20240318-001,2024-03-18,Life Cat Pouch - Kitten Salmon,Makanan,3,30000,90000,Transfer
TX-20240317-004,2024-03-17,Life Cat Pouch - Kitten Salmon,Makanan,5,30000,150000,Tunai
TX-20240819-001,2024-08-19,Life Cat Pouch - Chicken Tuna Adult,Makanan,7,13000,91000,Transfer
TX-20240528-001,2024-05-28,"Beaphar Ear Cleaner for Dogs & Cats, EzyDog Chest Plate Harness for Dogs","Obat Hewan, Aksesoris","3, 8","20000, 4500","60000, 36000",Tunai
TX-20241126-001,2024-11-26,"Nutri-Vet Multivitamin Chewable, Life Cat Pouch - Kitten Tuna","Obat Hewan, Makanan","4, 3","13000, 25000","52000, 75000",Transfer
TX-20240329-001,2024-03-29,"Trixie Cat Laser Pointer, Life Cat Pouch - Chicken Adult","Mainan, Makanan","8, 9","13000, 30000","104000, 270000",Transfer
TX-20240120-001,2024-01-20,"Life Cat Pouch - Chicken Tuna Adult, Rogz Utility Dog Leash - Medium","Makanan, Aksesoris","9, 9","4500, 20000","40500, 180000",Transfer
TX-20240412-001,2024-04-12,"Life Cat Can - Tuna, Life Cat Tofu - Macha, Trixie Cat Scratching Post","Makanan, Makanan, Mainan","6, 1, 1","12000, 13000, 20000","72000, 13000, 20000",Transfer
TX-20240430-002,2024-04-30,"Life Cat Tofu - Mango, EzyDog Chest Plate Harness for Dogs, Life Cat Pouch - Salmon Adult","Makanan, Aksesoris, Makanan","8, 7, 8","13000, 13000, 12000","104000, 91000, 96000",Transfer
TX-20240422-002,2024-04-22,"Seresto Flea and Tick Collar for Dogs, Kong Classic Dog Chew Toy","Obat Hewan, Mainan","6, 1","20000, 4500","120000, 4500",QRIS
TX-20240422-003,2024-04-22,"Life Cat Pouch - Salmon Adult, EzyDog Chest Plate Harness for Dogs, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Aksesoris, Obat Hewan","9, 4, 10","25000, 4500, 25000","225000, 18000, 250000",QRIS
TX-20240715-004,2024-07-15,"Beaphar Ear Cleaner for Dogs & Cats, Kong Puppy Teething Stick, Trixie Cat Tunnel","Obat Hewan, Mainan, Mainan","5, 6, 3","12000, 30000, 4500","60000, 180000, 13500",QRIS
TX-20240318-002,2024-03-18,"Life Cat Can - Kitten Tuna, Kong Puppy Teething Stick, Rogz Utility Dog Leash - Medium","Makanan, Mainan, Aksesoris","10, 7, 1","12000, 20000, 30000","120000, 140000, 30000",Tunai
TX-20240413-003,2024-04-13,Life Cat Tofu - Mango,Makanan,3,30000,90000,QRIS
TX-20240728-002,2024-07-28,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,20000,200000,Tunai
TX-20240320-003,2024-03-20,Life Cat Can - Kitten Salmon,Makanan,8,4500,36000,Transfer
TX-20241204-001,2024-12-04,Trixie Cat Scratching Post,Mainan,10,4500,45000,Transfer
TX-20240719-001,2024-07-19,Life Cat Pouch - Chicken Adult,Makanan,9,13000,117000,Transfer
TX-20240723-002,2024-07-23,"Life Cat Can - Tuna, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch Dus","Makanan, Obat Hewan, Makanan","2, 7, 2","4500, 13000, 13000","9000, 91000, 26000",Transfer
TX-20240127-002,2024-01-27,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Kitten Tuna, Seresto Flea and Tick Collar for Dogs","Makanan, Makanan, Obat Hewan","7, 4, 5","13000, 4500, 4500","91000, 18000, 22500",QRIS
TX-20241122-003,2024-11-22,"Trixie Cat Scratching Post, Rogz Utility Dog Leash - Medium, Seresto Flea and Tick Collar for Dogs","Mainan, Aksesoris, Obat Hewan","2, 3, 5","12000, 4500, 13000","24000, 13500, 65000",Tunai
TX-20241023-004,2024-10-23,"Life Cat Pouch - Kitten Salmon, Life Cat Can - Kitten Tuna, Trixie Cat Tunnel","Makanan, Makanan, Mainan","5, 9, 4","20000, 13000, 20000","100000, 117000, 80000",QRIS
TX-20241112-001,2024-11-12,"Life Cat Pouch Dus, Life Cat Pouch - Salmon Adult, Life Cat Tofu - Mango","Makanan, Makanan, Makanan","4, 4, 1","12000, 25000, 13000","48000, 100000, 13000",Transfer
TX-20241017-003,2024-10-17,"Life Cat Can - Kitten Salmon, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","9, 7","25000, 4500","225000, 31500",QRIS
TX-20241119-001,2024-11-19,"Life Cat Pouch - Chicken Tuna Adult, Frontline Plus Flea & Tick Treatment, Nutri-Vet Multivitamin Chewable","Makanan, Obat Hewan, Obat Hewan","1, 10, 6","12000, 30000, 4500","12000, 300000, 27000",Tunai
TX-20240104-001,2024-01-04,Trixie Cat Tunnel,Mainan,3,20000,60000,QRIS
TX-20240826-004,2024-08-26,Trixie Cat Tunnel,Mainan,10,30000,300000,QRIS
TX-20240616-002,2024-06-16,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Chicken Tuna Adult, Life Cat Tofu - Mango","Obat Hewan, Makanan, Makanan","4, 6, 10","12000, 4500, 12000","48000, 27000, 120000",QRIS
TX-20240604-002,2024-06-04,"Life Cat Tofu - Mango, Drontal Cat Dewormer, Kong Classic Dog Chew Toy","Makanan, Obat Hewan, Mainan","10, 1, 8","13000, 4500, 12000","130000, 4500, 96000",QRIS
TX-20240526-003,2024-05-26,Seresto Flea and Tick Collar for Dogs,Obat Hewan,8,25000,200000,Transfer
TX-20240417-004,2024-04-17,"Life Cat Can - Kitten Tuna, Trixie Cat Laser Pointer","Makanan, Mainan","1, 8","13000, 20000","13000, 160000",Transfer
TX-20240807-002,2024-08-07,"Life Cat Pouch - Kitten Salmon, Kong Puppy Teething Stick, Rogz Utility Dog Leash - Medium","Makanan, Mainan, Aksesoris","3, 4, 7","12000, 20000, 13000","36000, 80000, 91000",Tunai
TX-20240726-005,2024-07-26,"EzyDog Chest Plate Harness for Dogs, Rogz Utility Dog Leash - Medium","Aksesoris, Aksesoris","8, 3","12000, 20000","96000, 60000",Tunai
TX-20241011-003,2024-10-11,"EzyDog Chest Plate Harness for Dogs, Trixie Cat Laser Pointer, Life Cat Pouch - Kitten Tuna","Aksesoris, Mainan, Makanan","8, 9, 7","20000, 4500, 25000","160000, 40500, 175000",Tunai
TX-20240420-002,2024-04-20,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Salmon Adult, Drontal Cat Dewormer","Makanan, Makanan, Obat Hewan","4, 10, 1","13000, 20000, 25000","52000, 200000, 25000",Tunai
TX-20241018-003,2024-10-18,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Tofu - Mango","Obat Hewan, Makanan","3, 6","30000, 30000","90000, 180000",Transfer
TX-20241121-002,2024-11-21,"Trixie Cat Scratching Post, EzyDog Chest Plate Harness for Dogs, Kong Classic Dog Chew Toy","Mainan, Aksesoris, Mainan","10, 2, 10","30000, 12000, 25000","300000, 24000, 250000",Tunai
TX-20241109-003,2024-11-09,"Life Cat Tofu - Mango, Rogz Utility Dog Leash - Medium","Makanan, Aksesoris","3, 10","4500, 25000","13500, 250000",Tunai
TX-20240122-001,2024-01-22,"Life Cat Pouch - Salmon Adult, Kong Classic Dog Chew Toy","Makanan, Mainan","8, 3","12000, 20000","96000, 60000",Tunai
TX-20240519-002,2024-05-19,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,13000,117000,Tunai
TX-20241120-001,2024-11-20,"Frontline Plus Flea & Tick Treatment, Rogz Utility Dog Leash - Medium","Obat Hewan, Aksesoris","10, 4","25000, 20000","250000, 80000",Transfer
TX-20240610-003,2024-06-10,Life Cat Pouch Dus,Makanan,7,13000,91000,QRIS
TX-20240810-002,2024-08-10,Life Cat Pouch - Chicken Tuna Adult,Makanan,4,12000,48000,Transfer
TX-20241008-005,2024-10-08,"Life Cat Pouch - Kitten Tuna, Life Cat Pouch - Kitten Chicken, EzyDog Chest Plate Harness for Dogs","Makanan, Makanan, Aksesoris","8, 1, 7","25000, 4500, 20000","200000, 4500, 140000",Transfer
TX-20240621-001,2024-06-21,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,3,20000,60000,Tunai
TX-20240407-003,2024-04-07,Rogz Utility Dog Leash - Medium,Aksesoris,9,25000,225000,Tunai
TX-20240914-002,2024-09-14,Life Cat Tofu - Macha,Makanan,1,25000,25000,Transfer
TX-20240902-001,2024-09-02,"Life Cat Pouch - Kitten Tuna, Kong Classic Dog Chew Toy","Makanan, Mainan","9, 3","30000, 25000","270000, 75000",Transfer
TX-20240927-002,2024-09-27,"Life Cat Pouch Dus, Life Cat Pouch - Kitten Chicken, EzyDog Chest Plate Harness for Dogs","Makanan, Makanan, Aksesoris","3, 3, 9","12000, 12000, 12000","36000, 36000, 108000",Tunai
TX-20240529-002,2024-05-29,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Chicken Adult","Aksesoris, Makanan","6, 10","13000, 4500","78000, 45000",QRIS
TX-20240521-002,2024-05-21,"EzyDog Chest Plate Harness for Dogs, Trixie Cat Laser Pointer","Aksesoris, Mainan","10, 2","13000, 25000","130000, 50000",QRIS
TX-20240313-003,2024-03-13,"Seresto Flea and Tick Collar for Dogs, Trixie Cat Scratching Post","Obat Hewan, Mainan","3, 6","30000, 12000","90000, 72000",Tunai
TX-20240122-002,2024-01-22,"Frontline Plus Flea & Tick Treatment, Seresto Flea and Tick Collar for Dogs","Obat Hewan, Obat Hewan","4, 9","4500, 12000","18000, 108000",Tunai
TX-20240915-001,2024-09-15,"Kong Puppy Teething Stick, Life Cat Pouch - Chicken Tuna Adult, Kong Classic Dog Chew Toy","Mainan, Makanan, Mainan","4, 9, 1","25000, 4500, 20000","100000, 40500, 20000",Tunai
TX-20240122-003,2024-01-22,"Kong Puppy Teething Stick, Life Cat Pouch - Salmon Adult","Mainan, Makanan","3, 9","13000, 13000","39000, 117000",Tunai
TX-20240824-002,2024-08-24,"Kong Classic Dog Chew Toy, Rogz Utility Dog Leash - Medium, Life Cat Tofu - Macha","Mainan, Aksesoris, Makanan","4, 5, 2","30000, 4500, 13000","120000, 22500, 26000",Tunai
TX-20241116-004,2024-11-16,"Life Cat Pouch - Salmon Adult, Life Cat Tofu - Mango, Trixie Cat Laser Pointer","Makanan, Makanan, Mainan","10, 3, 10","25000, 12000, 25000","250000, 36000, 250000",Transfer
TX-20241101-003,2024-11-01,"Life Cat Can - Tuna, Drontal Cat Dewormer","Makanan, Obat Hewan","4, 8","25000, 13000","100000, 104000",Tunai
TX-20240813-001,2024-08-13,"EzyDog Chest Plate Harness for Dogs, Life Cat Can - Chicken, Life Cat Pouch - Chicken Adult","Aksesoris, Makanan, Makanan","5, 7, 6","20000, 30000, 12000","100000, 210000, 72000",QRIS
TX-20240124-001,2024-01-24,"EzyDog Chest Plate Harness for Dogs, Life Cat Can - Tuna","Aksesoris, Makanan","10, 5","30000, 20000","300000, 100000",QRIS
TX-20240526-004,2024-05-26,"Life Cat Pouch - Kitten Chicken, Trixie Cat Tunnel, Life Cat Pouch - Kitten Salmon","Makanan, Mainan, Makanan","6, 7, 5","20000, 25000, 25000","120000, 175000, 125000",QRIS
TX-20241113-002,2024-11-13,"Frontline Plus Flea & Tick Treatment, Life Cat Can - Chicken","Obat Hewan, Makanan","10, 3","13000, 30000","130000, 90000",QRIS
TX-20240918-002,2024-09-18,Life Cat Can - Tuna,Makanan,8,12000,96000,Transfer
TX-20240807-003,2024-08-07,Life Cat Pouch - Chicken Adult,Makanan,7,25000,175000,Transfer
TX-20240425-002,2024-04-25,"Life Cat Can - Tuna, Rogz Utility Dog Leash - Medium","Makanan, Aksesoris","10, 9","12000, 25000","120000, 225000",QRIS
TX-20240913-001,2024-09-13,"Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Kitten Chicken","Obat Hewan, Makanan","10, 3","30000, 12000","300000, 36000",Transfer
TX-20240531-004,2024-05-31,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,4500,45000,Tunai
TX-20240621-002,2024-06-21,"Life Cat Pouch Dus, Trixie Cat Tunnel","Makanan, Mainan","3, 3","12000, 20000","36000, 60000",Tunai
TX-20240122-004,2024-01-22,"Life Cat Can - Kitten Tuna, Kong Puppy Teething Stick, Trixie Cat Tunnel","Makanan, Mainan, Mainan","2, 6, 2","20000, 25000, 4500","40000, 150000, 9000",Tunai
TX-20240624-004,2024-06-24,"Trixie Cat Tunnel, Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Salmon Adult","Mainan, Obat Hewan, Makanan","4, 1, 7","25000, 20000, 20000","100000, 20000, 140000",Transfer
TX-20240819-002,2024-08-19,"Life Cat Pouch - Salmon Adult, Life Cat Pouch - Kitten Chicken, EzyDog Chest Plate Harness for Dogs","Makanan, Makanan, Aksesoris","2, 5, 2","20000, 25000, 30000","40000, 125000, 60000",Tunai
TX-20241020-003,2024-10-20,"Life Cat Can - Chicken, Life Cat Pouch - Chicken Adult","Makanan, Makanan","7, 8","13000, 4500","91000, 36000",QRIS
TX-20240516-001,2024-05-16,Life Cat Pouch - Kitten Tuna,Makanan,7,30000,210000,QRIS
TX-20240107-002,2024-01-07,Trixie Cat Laser Pointer,Mainan,1,25000,25000,Tunai
TX-20240618-004,2024-06-18,"Life Cat Pouch Dus, Seresto Flea and Tick Collar for Dogs","Makanan, Obat Hewan","1, 8","12000, 4500","12000, 36000",QRIS
TX-20241117-001,2024-11-17,"Life Cat Pouch - Kitten Tuna, Life Cat Pouch - Salmon Adult","Makanan, Makanan","2, 5","25000, 20000","50000, 100000",QRIS
TX-20241124-002,2024-11-24,"Life Cat Pouch Dus, Life Cat Can - Tuna, Life Cat Can - Kitten Tuna","Makanan, Makanan, Makanan","3, 6, 7","13000, 12000, 20000","39000, 72000, 140000",QRIS
TX-20241015-003,2024-10-15,Life Cat Can - Kitten Tuna,Makanan,2,25000,50000,Tunai
TX-20240504-002,2024-05-04,"Life Cat Tofu - Mango, Life Cat Can - Tuna, Rogz Utility Dog Leash - Medium","Makanan, Makanan, Aksesoris","9, 6, 10","13000, 25000, 4500","117000, 150000, 45000",QRIS
TX-20240618-005,2024-06-18,"Life Cat Can - Kitten Salmon, Trixie Cat Laser Pointer, Life Cat Can - Tuna","Makanan, Mainan, Makanan","6, 9, 2","20000, 13000, 25000","120000, 117000, 50000",QRIS
TX-20240901-003,2024-09-01,Life Cat Tofu - Macha,Makanan,7,30000,210000,Tunai
TX-20240509-002,2024-05-09,"Kong Classic Dog Chew Toy, Life Cat Can - Tuna","Mainan, Makanan","1, 7","13000, 4500","13000, 31500",QRIS
TX-20241017-004,2024-10-17,Kong Classic Dog Chew Toy,Mainan,10,20000,200000,QRIS
TX-20240730-001,2024-07-30,"Rogz Utility Dog Leash - Medium, Life Cat Tofu - Macha, Life Cat Tofu - Mango","Aksesoris, Makanan, Makanan","3, 4, 2","4500, 4500, 20000","13500, 18000, 40000",Transfer
TX-20240424-002,2024-04-24,"Life Cat Tofu - Macha, Frontline Plus Flea & Tick Treatment","Makanan, Obat Hewan","2, 2","13000, 4500","26000, 9000",Transfer
