id_transaksi,tanggal_transaksi,jumlah_terjual,produk1,kategori1,harga1,produk2,kategori2,harga2,produk3,kategori3,harga3,produk4,kategori4,harga4,total_harga,metode_pembayaran
aVnByA5h,2024-08-04,3,Makanan Anjing Purina,Makanan Anjing,50000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,125268,Cash
nbky8FHl,2024-12-09,1,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,123000,Cash
8dDmShpu,2024-01-27,1,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,64703,Cash
3rsfGnZv,2024-05-07,5,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,53870,Debit Card
awGPOMjr,2024-01-13,4,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Mainan Anjing Kong,Mainan Anjing,20000.0,81477,Credit Card
q9GLf4Yp,2024-05-19,2,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,35870,Cash
MMCT2QDe,2024-10-04,3,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,47000,Debit Card
UM3iOE4b,2024-08-26,4,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000.0,,,,105268,Cash
jUXoIeLX,2024-08-23,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Hiasan Aquarium,Aksesoris Ikan,15000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,28370,Debit Card
jWGPE6XJ,2024-02-25,4,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,58953,Credit Card
cm8fHg2M,2024-09-19,2,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,Makanan Ikan Gupi,Makanan Ikan,35000.0,55894,Debit Card
TFndFMa0,2024-02-14,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000.0,,,,74435,Cash
oSVxF9B3,2024-02-16,4,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,62024,Debit Card
HyfMNsna,2024-05-01,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,87833,Credit Card
jKkQcGIE,2024-12-10,2,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,47000,Credit Card
As6Y6LvS,2024-04-10,4,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,58888,Cash
UgVPdd6z,2024-04-17,4,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Tofu - Macha,Makanan Kucing,55833,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,96268,Cash
YuKVVZME,2024-03-28,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Hiasan Aquarium,Aksesoris Ikan,15000.0,92024,Credit Card
LFdYJmyr,2024-12-01,3,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Mainan Anjing Kong,Mainan Anjing,20000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,81477,Credit Card
T5N7d1fC,2024-04-08,2,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Tuna,Makanan Kucing,11000,Mainan Anjing Kong,Mainan Anjing,20000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,39953,Cash
39Qo3Beb,2024-11-13,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,54870,Debit Card
xkBP0fhJ,2024-04-21,1,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch Dus,Makanan Kucing,108000.0,,,,188000,Credit Card
chLazWSY,2024-08-22,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,58935,Debit Card
ZNGHhCar,2024-01-09,4,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,60268,Debit Card
NaZDtwcz,2024-09-24,3,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,84703,Credit Card
WRrEwHZg,2024-03-28,5,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,27024,Cash
YVuNn2Z8,2024-05-15,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Mango,Makanan Kucing,55833,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,85333,Credit Card
61iqf8f5,2024-11-20,4,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,28477,Cash
nSLIuUOS,2024-10-18,2,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,116888,Cash
5f9B2o9q,2024-06-08,3,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,49435,Cash
jYToVidL,2024-01-22,5,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,66833,Debit Card
oDwMEWwf,2024-04-20,1,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,166888,Cash
qGUe54EX,2024-10-31,2,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,40500,Credit Card
h51gKygn,2024-03-30,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Ikan Gupi,Makanan Ikan,35000,Makanan Anjing Purina,Makanan Anjing,50000.0,Mainan Anjing Kong,Mainan Anjing,20000.0,160833,Credit Card
xja3BK8H,2024-01-18,5,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,76721,Debit Card
kIMGxLPD,2024-05-30,5,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,132500,Debit Card
cUd7xLsm,2024-05-19,2,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,,,,112833,Cash
HgLR7bMp,2024-09-04,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,16459,Cash
l3Rg1q47,2024-06-02,5,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000.0,,,,97000,Debit Card
bBJMUWye,2024-01-23,4,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000.0,,,,58870,Credit Card
7Knukwpw,2024-10-01,3,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,33870,Debit Card
udJkjcS7,2024-12-11,5,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,55870,Credit Card
NNl07Zhi,2024-09-27,1,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Kucing Whiskas,Makanan Kucing,45000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,74500,Credit Card
sYZhIroF,2024-08-20,5,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,16453,Cash
WdHQeg4G,2024-05-04,3,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Anjing Purina,Makanan Anjing,50000.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,110500,Credit Card
Cmnv78Zt,2024-02-10,2,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,,,,,,,112500,Debit Card
Jy77QAhx,2024-01-14,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,127101,Credit Card
AD8nFxV7,2024-02-29,5,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,,,,66500,Credit Card
g8Z50Sjl,2024-09-14,4,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,19935,Cash
GAunzTNF,2024-05-07,1,Mainan Anjing Kong,Mainan Anjing,20000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,,,,47000,Cash
n1ISHrlF,2024-03-17,2,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Hiasan Aquarium,Aksesoris Ikan,15000.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,120286,Cash
SGKtHcXW,2024-09-19,3,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,19435,Credit Card
ox9f2dfP,2024-11-20,5,Life Cat Can - Tuna,Makanan Kucing,11000,Makanan Kucing Whiskas,Makanan Kucing,45000,,,,,,,56000,Cash
XTBldMGP,2024-01-09,2,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,133000,Credit Card
eiAeZFu1,2024-04-08,5,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,15435,Debit Card
NExyd4jF,2024-01-22,5,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,38370,Credit Card
f6Oi0f9c,2024-04-13,1,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,Life Cat Pouch Dus,Makanan Kucing,108000.0,159435,Debit Card
GbpTXB8X,2024-03-09,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,95333,Credit Card
dw6Sx6X7,2024-05-03,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,213268,Cash
JGQRRcL2,2024-03-29,2,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Ikan Gupi,Makanan Ikan,35000.0,Makanan Anjing Purina,Makanan Anjing,50000.0,93935,Credit Card
DGqrkMy3,2024-03-22,1,Makanan Anjing Purina,Makanan Anjing,50000,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,70000,Credit Card
nGKSh3qh,2024-11-06,3,Makanan Kucing Whiskas,Makanan Kucing,45000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,69500,Cash
dUlRxcg2,2024-06-13,1,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Kucing Whiskas,Makanan Kucing,45000,,,,,,,100833,Cash
emJwwEKa,2024-10-07,2,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,40000,Credit Card
POsRgEw4,2024-07-07,2,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Ikan Gupi,Makanan Ikan,35000,Makanan Anjing Purina,Makanan Anjing,50000.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,185833,Credit Card
Mt3Yxr3a,2024-03-17,5,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Ikan Gupi,Makanan Ikan,35000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,96435,Credit Card
m1BNBu8D,2024-04-28,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,,,,,,,37000,Credit Card
r67I74J8,2024-05-15,3,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,91500,Cash
OOgFOssF,2024-03-19,5,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,24370,Credit Card
kfRwHJXf,2024-04-12,2,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,19435,Debit Card
npzW3Qgv,2024-02-15,1,Mainan Anjing Kong,Mainan Anjing,20000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,61459,Cash
aEugLaQi,2024-02-19,3,Makanan Anjing Purina,Makanan Anjing,50000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,124435,Credit Card
iC5r7dsR,2024-09-08,1,Life Cat Pouch Dus,Makanan Kucing,108000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,198833,Debit Card
LNrx9tGj,2024-06-11,2,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,33870,Credit Card
QmygUsfr,2024-04-12,4,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,,,,,,,19500,Cash
zza2kW78,2024-03-30,2,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,60286,Debit Card
hNmHxA01,2024-03-12,1,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000.0,,,,110268,Cash
mH9cidZV,2024-12-10,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Kucing Whiskas,Makanan Kucing,45000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,125833,Cash
wgPO1pLF,2024-11-11,4,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,8870,Credit Card
8aOma8mt,2024-02-09,4,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,51459,Debit Card
8ULHwQ6u,2024-05-13,3,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,32000,Credit Card
FClDhk1B,2024-06-29,5,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Mainan Anjing Kong,Mainan Anjing,20000.0,Makanan Ikan Gupi,Makanan Ikan,35000.0,112000,Cash
gWXN8JoH,2024-09-08,2,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Tuna,Makanan Kucing,11000,Makanan Ikan Gupi,Makanan Ikan,35000.0,,,,71000,Credit Card
552iIuFS,2024-12-29,2,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,55000,Debit Card
NJFhCvgO,2024-05-07,3,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,37000,Debit Card
femhYSiL,2024-03-18,4,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,123000,Debit Card
FXSzT2nu,2024-08-21,1,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,52000,Credit Card
brOZEd6t,2024-10-09,2,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,75833,Cash
5uhcU5gG,2024-10-24,4,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,,,,65435,Debit Card
ybKxVADp,2024-09-27,3,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Hiasan Aquarium,Aksesoris Ikan,15000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,56459,Debit Card
cM4owbyf,2024-11-16,1,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Kucing Whiskas,Makanan Kucing,45000,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,72000,Cash
bfwvfqYw,2024-12-12,4,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,37000,Credit Card
XC9wIBeJ,2024-04-06,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,27435,Debit Card
GR5Wl3Rs,2024-03-26,1,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,,,,,,,15500,Cash
KNoUqHko,2024-04-27,2,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,157435,Cash
zAZs0uxj,2024-06-24,2,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,16453,Cash
aBxpYTLf,2024-03-12,3,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,116166,Debit Card
4y8SE6y1,2024-06-01,3,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000.0,Life Cat Pouch Dus,Makanan Kucing,108000.0,207435,Cash
q6YOZNO8,2024-11-02,3,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Ikan Gupi,Makanan Ikan,35000.0,,,,147435,Debit Card
HMyOoLGg,2024-11-24,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,8888,Credit Card
m41HAaS0,2024-07-14,2,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,16459,Credit Card
PlCOhhLc,2024-06-17,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,168268,Cash
kUUBFQZa,2024-05-12,1,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,39453,Credit Card
lbMIKZPX,2024-04-06,2,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,185000,Cash
WM4wTWvN,2024-09-01,4,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,,,,13323,Debit Card
UmLK3YV0,2024-08-21,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,180268,Credit Card
QjsiCqtb,2024-03-26,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,64435,Credit Card
I6O8U8IR,2024-01-01,2,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,64935,Cash
A8lsTokl,2024-08-09,3,Mainan Kucing ScratchPad,Mainan Kucing,25000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,107833,Cash
UhcRVHwJ,2024-01-16,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,Life Cat Pouch Dus,Makanan Kucing,108000.0,141953,Cash
dGwHjcZW,2024-04-29,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,72435,Cash
i7k4sHGm,2024-03-01,3,Mainan Kucing ScratchPad,Mainan Kucing,25000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,60000,Cash
RdNtjbpE,2024-01-14,3,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,59024,Credit Card
Qvl8om7O,2024-04-16,3,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,82024,Debit Card
xPFFJ5wE,2024-09-16,5,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,Mainan Anjing Kong,Mainan Anjing,20000.0,115286,Debit Card
TIceUcHc,2024-02-29,2,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Anjing Purina,Makanan Anjing,50000.0,,,,74435,Debit Card
WMK16i9w,2024-09-21,1,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch Dus,Makanan Kucing,108000.0,138435,Credit Card
xZLxNGNZ,2024-01-19,5,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,16435,Credit Card
gOaYzsdV,2024-10-21,2,Life Cat Pouch Dus,Makanan Kucing,108000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,144000,Credit Card
xb9oZ4bZ,2024-08-06,5,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,180000,Credit Card
HKnyPnA5,2024-03-14,5,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,123690,Debit Card
